cycle,rate_C,capacity_mAh_g,voltage_V,cycling_endpoint_mAh_g
27,1.0,11.042076,4.167011,159.608193
27,1.0,12.045901,4.16286,159.608193
27,1.0,13.049726,4.158709,159.608193
27,1.0,14.053552,4.154558,159.608193
27,1.0,15.057377,4.150407,159.608193
27,1.0,16.061202,4.146256,159.608193
27,1.0,17.065027,4.142105,159.608193
27,1.0,18.068852,4.137954,159.608193
27,1.0,19.072677,4.133803,159.608193
27,1.0,20.076502,4.129652,159.608193
27,1.0,21.080327,4.125501,159.608193
27,1.0,22.084152,4.12135,159.608193
27,1.0,23.087978,4.117199,159.608193
27,1.0,24.091803,4.113048,159.608193
27,1.0,25.095628,4.108897,159.608193
27,1.0,26.099453,4.104746,159.608193
27,1.0,27.103278,4.100594,159.608193
27,1.0,28.107103,4.096443,159.608193
27,1.0,29.110928,4.092291,159.608193
27,1.0,30.114753,4.08814,159.608193
27,1.0,31.118578,4.083988,159.608193
27,1.0,32.122404,4.079836,159.608193
27,1.0,33.126229,4.075684,159.608193
27,1.0,34.130054,4.071531,159.608193
27,1.0,35.133879,4.067379,159.608193
27,1.0,36.137704,4.063226,159.608193
27,1.0,37.141529,4.059072,159.608193
27,1.0,38.145354,4.054919,159.608193
27,1.0,39.149179,4.050764,159.608193
27,1.0,40.153004,4.046609,159.608193
27,1.0,41.15683,4.042454,159.608193
27,1.0,42.160655,4.038298,159.608193
27,1.0,43.16448,4.034141,159.608193
27,1.0,44.168305,4.029983,159.608193
27,1.0,45.17213,4.025824,159.608193
27,1.0,46.175955,4.021663,159.608193
27,1.0,47.17978,4.017502,159.608193
27,1.0,48.183605,4.013339,159.608193
27,1.0,49.18743,4.009175,159.608193
27,1.0,50.191256,4.005009,159.608193
27,1.0,51.195081,4.00084,159.608193
27,1.0,52.198906,3.99667,159.608193
27,1.0,53.202731,3.992498,159.608193
27,1.0,54.206556,3.988322,159.608193
27,1.0,55.210381,3.984144,159.608193
27,1.0,56.214206,3.979963,159.608193
27,1.0,57.218031,3.975778,159.608193
27,1.0,58.221856,3.97159,159.608193
27,1.0,59.225681,3.967398,159.608193
27,1.0,60.229507,3.963201,159.608193
27,1.0,61.233332,3.958999,159.608193
27,1.0,62.237157,3.954792,159.608193
27,1.0,63.240982,3.950579,159.608193
27,1.0,64.244807,3.94636,159.608193
27,1.0,65.248632,3.942135,159.608193
27,1.0,66.252457,3.937902,159.608193
27,1.0,67.256282,3.933662,159.608193
27,1.0,68.260107,3.929413,159.608193
27,1.0,69.263933,3.925155,159.608193
27,1.0,70.267758,3.920887,159.608193
27,1.0,71.271583,3.916609,159.608193
27,1.0,72.275408,3.91232,159.608193
27,1.0,73.279233,3.908018,159.608193
27,1.0,74.283058,3.903704,159.608193
27,1.0,75.286883,3.899376,159.608193
27,1.0,76.290708,3.895033,159.608193
27,1.0,77.294533,3.890675,159.608193
27,1.0,78.298359,3.8863,159.608193
27,1.0,79.302184,3.881906,159.608193
27,1.0,80.306009,3.877494,159.608193
27,1.0,81.309834,3.873061,159.608193
27,1.0,82.313659,3.868607,159.608193
27,1.0,83.317484,3.864129,159.608193
27,1.0,84.321309,3.859627,159.608193
27,1.0,85.325134,3.855099,159.608193
27,1.0,86.328959,3.850544,159.608193
27,1.0,87.332785,3.845959,159.608193
27,1.0,88.33661,3.841343,159.608193
27,1.0,89.340435,3.836695,159.608193
27,1.0,90.34426,3.832012,159.608193
27,1.0,91.348085,3.827292,159.608193
27,1.0,92.35191,3.822533,159.608193
27,1.0,93.355735,3.817734,159.608193
27,1.0,94.35956,3.812891,159.608193
27,1.0,95.363385,3.808002,159.608193
27,1.0,96.367211,3.803066,159.608193
27,1.0,97.371036,3.798079,159.608193
27,1.0,98.374861,3.793038,159.608193
27,1.0,99.378686,3.787942,159.608193
27,1.0,100.382511,3.782786,159.608193
27,1.0,101.386336,3.777568,159.608193
27,1.0,102.390161,3.772285,159.608193
27,1.0,103.393986,3.766933,159.608193
27,1.0,104.397811,3.761509,159.608193
27,1.0,105.401637,3.75601,159.608193
27,1.0,106.405462,3.750431,159.608193
27,1.0,107.409287,3.744769,159.608193
27,1.0,108.413112,3.73902,159.608193
27,1.0,109.416937,3.73318,159.608193
27,1.0,110.420762,3.727244,159.608193
27,1.0,111.424587,3.721208,159.608193
27,1.0,112.428412,3.715067,159.608193
27,1.0,113.432237,3.708817,159.608193
27,1.0,114.436063,3.702452,159.608193
27,1.0,115.439888,3.695968,159.608193
27,1.0,116.443713,3.689359,159.608193
27,1.0,117.447538,3.682619,159.608193
27,1.0,118.451363,3.675743,159.608193
27,1.0,119.455188,3.668725,159.608193
27,1.0,120.459013,3.661559,159.608193
27,1.0,121.462838,3.654238,159.608193
27,1.0,122.466663,3.646755,159.608193
27,1.0,123.470489,3.639105,159.608193
27,1.0,124.474314,3.63128,159.608193
27,1.0,125.478139,3.623273,159.608193
27,1.0,126.481964,3.615077,159.608193
27,1.0,127.485789,3.606683,159.608193
27,1.0,128.489614,3.598083,159.608193
27,1.0,129.493439,3.589271,159.608193
27,1.0,130.497264,3.580236,159.608193
27,1.0,131.501089,3.570971,159.608193
27,1.0,132.504915,3.561466,159.608193
27,1.0,133.50874,3.551712,159.608193
27,1.0,134.512565,3.541699,159.608193
27,1.0,135.51639,3.531418,159.608193
27,1.0,136.520215,3.520858,159.608193
27,1.0,137.52404,3.51001,159.608193
27,1.0,138.527865,3.498861,159.608193
27,1.0,139.53169,3.487402,159.608193
27,1.0,140.535515,3.47562,159.608193
27,1.0,141.539341,3.463504,159.608193
27,1.0,142.543166,3.451042,159.608193
27,1.0,143.546991,3.438221,159.608193
27,1.0,144.550816,3.425028,159.608193
27,1.0,145.554641,3.411451,159.608193
27,1.0,146.558466,3.397476,159.608193
27,1.0,147.562291,3.383088,159.608193
27,1.0,148.566116,3.368275,159.608193
27,1.0,149.569941,3.353019,159.608193
27,1.0,150.573767,3.337308,159.608193
27,1.0,151.577592,3.321125,159.608193
27,1.0,152.581417,3.304454,159.608193
27,1.0,153.585242,3.287279,159.608193
27,1.0,154.589067,3.269583,159.608193
27,1.0,155.592892,3.251349,159.608193
27,1.0,156.596717,3.23256,159.608193
27,1.0,157.600542,3.213196,159.608193
27,1.0,158.604367,3.193239,159.608193
27,1.0,159.608193,3.172671,159.608193
47,5.0,0.0,4.185206,139.16695
47,5.0,0.875264,4.181055,139.16695
47,5.0,1.750528,4.176904,139.16695
47,5.0,2.625792,4.172753,139.16695
47,5.0,3.501055,4.168602,139.16695
47,5.0,4.376319,4.164451,139.16695
47,5.0,5.251583,4.1603,139.16695
47,5.0,6.126847,4.156149,139.16695
47,5.0,7.002111,4.151998,139.16695
47,5.0,7.877375,4.147848,139.16695
47,5.0,8.752638,4.143697,139.16695
47,5.0,9.627902,4.139546,139.16695
47,5.0,10.503166,4.135395,139.16695
47,5.0,11.37843,4.131244,139.16695
47,5.0,12.253694,4.127093,139.16695
47,5.0,13.128958,4.122942,139.16695
47,5.0,14.004221,4.118791,139.16695
47,5.0,14.879485,4.11464,139.16695
47,5.0,15.754749,4.110489,139.16695
47,5.0,16.630013,4.106338,139.16695
47,5.0,17.505277,4.102187,139.16695
47,5.0,18.380541,4.098036,139.16695
47,5.0,19.255804,4.093885,139.16695
47,5.0,20.131068,4.089734,139.16695
47,5.0,21.006332,4.085583,139.16695
47,5.0,21.881596,4.081432,139.16695
47,5.0,22.75686,4.07728,139.16695
47,5.0,23.632124,4.073129,139.16695
47,5.0,24.507387,4.068978,139.16695
47,5.0,25.382651,4.064826,139.16695
47,5.0,26.257915,4.060674,139.16695
47,5.0,27.133179,4.056523,139.16695
47,5.0,28.008443,4.052371,139.16695
47,5.0,28.883707,4.048219,139.16695
47,5.0,29.75897,4.044066,139.16695
47,5.0,30.634234,4.039913,139.16695
47,5.0,31.509498,4.03576,139.16695
47,5.0,32.384762,4.031607,139.16695
47,5.0,33.260026,4.027453,139.16695
47,5.0,34.13529,4.023299,139.16695
47,5.0,35.010553,4.019144,139.16695
47,5.0,35.885817,4.014989,139.16695
47,5.0,36.761081,4.010832,139.16695
47,5.0,37.636345,4.006675,139.16695
47,5.0,38.511609,4.002517,139.16695
47,5.0,39.386873,3.998358,139.16695
47,5.0,40.262136,3.994198,139.16695
47,5.0,41.1374,3.990037,139.16695
47,5.0,42.012664,3.985874,139.16695
47,5.0,42.887928,3.981709,139.16695
47,5.0,43.763192,3.977543,139.16695
47,5.0,44.638456,3.973375,139.16695
47,5.0,45.513719,3.969205,139.16695
47,5.0,46.388983,3.965032,139.16695
47,5.0,47.264247,3.960857,139.16695
47,5.0,48.139511,3.956679,139.16695
47,5.0,49.014775,3.952498,139.16695
47,5.0,49.890039,3.948313,139.16695
47,5.0,50.765303,3.944125,139.16695
47,5.0,51.640566,3.939932,139.16695
47,5.0,52.51583,3.935735,139.16695
47,5.0,53.391094,3.931534,139.16695
47,5.0,54.266358,3.927327,139.16695
47,5.0,55.141622,3.923114,139.16695
47,5.0,56.016886,3.918895,139.16695
47,5.0,56.892149,3.91467,139.16695
47,5.0,57.767413,3.910437,139.16695
47,5.0,58.642677,3.906196,139.16695
47,5.0,59.517941,3.901947,139.16695
47,5.0,60.393205,3.89769,139.16695
47,5.0,61.268469,3.893422,139.16695
47,5.0,62.143732,3.889144,139.16695
47,5.0,63.018996,3.884854,139.16695
47,5.0,63.89426,3.880553,139.16695
47,5.0,64.769524,3.876239,139.16695
47,5.0,65.644788,3.871911,139.16695
47,5.0,66.520052,3.867568,139.16695
47,5.0,67.395315,3.86321,139.16695
47,5.0,68.270579,3.858834,139.16695
47,5.0,69.145843,3.854441,139.16695
47,5.0,70.021107,3.850029,139.16695
47,5.0,70.896371,3.845596,139.16695
47,5.0,71.771635,3.841141,139.16695
47,5.0,72.646898,3.836664,139.16695
47,5.0,73.522162,3.832162,139.16695
47,5.0,74.397426,3.827634,139.16695
47,5.0,75.27269,3.823079,139.16695
47,5.0,76.147954,3.818494,139.16695
47,5.0,77.023218,3.813878,139.16695
47,5.0,77.898481,3.80923,139.16695
47,5.0,78.773745,3.804547,139.16695
47,5.0,79.649009,3.799827,139.16695
47,5.0,80.524273,3.795068,139.16695
47,5.0,81.399537,3.790268,139.16695
47,5.0,82.274801,3.785426,139.16695
47,5.0,83.150064,3.780537,139.16695
47,5.0,84.025328,3.775601,139.16695
47,5.0,84.900592,3.770613,139.16695
47,5.0,85.775856,3.765573,139.16695
47,5.0,86.65112,3.760476,139.16695
47,5.0,87.526384,3.75532,139.16695
47,5.0,88.401647,3.750103,139.16695
47,5.0,89.276911,3.744819,139.16695
47,5.0,90.152175,3.739468,139.16695
47,5.0,91.027439,3.734044,139.16695
47,5.0,91.902703,3.728544,139.16695
47,5.0,92.777967,3.722966,139.16695
47,5.0,93.65323,3.717304,139.16695
47,5.0,94.528494,3.711555,139.16695
47,5.0,95.403758,3.705714,139.16695
47,5.0,96.279022,3.699778,139.16695
47,5.0,97.154286,3.693742,139.16695
47,5.0,98.02955,3.687602,139.16695
47,5.0,98.904814,3.681352,139.16695
47,5.0,99.780077,3.674987,139.16695
47,5.0,100.655341,3.668503,139.16695
47,5.0,101.530605,3.661893,139.16695
47,5.0,102.405869,3.655154,139.16695
47,5.0,103.281133,3.648278,139.16695
47,5.0,104.156397,3.64126,139.16695
47,5.0,105.03166,3.634093,139.16695
47,5.0,105.906924,3.626772,139.16695
47,5.0,106.782188,3.61929,139.16695
47,5.0,107.657452,3.61164,139.16695
47,5.0,108.532716,3.603815,139.16695
47,5.0,109.40798,3.595808,139.16695
47,5.0,110.283243,3.587611,139.16695
47,5.0,111.158507,3.579217,139.16695
47,5.0,112.033771,3.570618,139.16695
47,5.0,112.909035,3.561805,139.16695
47,5.0,113.784299,3.552771,139.16695
47,5.0,114.659563,3.543505,139.16695
47,5.0,115.534826,3.534,139.16695
47,5.0,116.41009,3.524246,139.16695
47,5.0,117.285354,3.514234,139.16695
47,5.0,118.160618,3.503953,139.16695
47,5.0,119.035882,3.493393,139.16695
47,5.0,119.911146,3.482544,139.16695
47,5.0,120.786409,3.471396,139.16695
47,5.0,121.661673,3.459936,139.16695
47,5.0,122.536937,3.448155,139.16695
47,5.0,123.412201,3.436039,139.16695
47,5.0,124.287465,3.423576,139.16695
47,5.0,125.162729,3.410756,139.16695
47,5.0,126.037992,3.397563,139.16695
47,5.0,126.913256,3.383986,139.16695
47,5.0,127.78852,3.370011,139.16695
47,5.0,128.663784,3.355623,139.16695
47,5.0,129.539048,3.340809,139.16695
47,5.0,130.414312,3.325554,139.16695
47,5.0,131.289575,3.309843,139.16695
47,5.0,132.164839,3.29366,139.16695
47,5.0,133.040103,3.276989,139.16695
47,5.0,133.915367,3.259814,139.16695
47,5.0,134.790631,3.242118,139.16695
47,5.0,135.665895,3.223884,139.16695
47,5.0,136.541158,3.205094,139.16695
47,5.0,137.416422,3.185731,139.16695
47,5.0,138.291686,3.165774,139.16695
47,5.0,139.16695,3.145206,139.16695
57,0.2,0.0,4.225442,175.426424
57,0.2,1.103311,4.221291,175.426424
57,0.2,2.206622,4.21714,175.426424
57,0.2,3.309933,4.212989,175.426424
57,0.2,4.413243,4.208838,175.426424
57,0.2,5.516554,4.204687,175.426424
57,0.2,6.619865,4.200536,175.426424
57,0.2,7.723176,4.196385,175.426424
57,0.2,8.826487,4.192234,175.426424
57,0.2,9.929798,4.188083,175.426424
57,0.2,11.033108,4.183933,175.426424
57,0.2,12.136419,4.179782,175.426424
57,0.2,13.23973,4.175631,175.426424
57,0.2,14.343041,4.17148,175.426424
57,0.2,15.446352,4.167329,175.426424
57,0.2,16.549663,4.163178,175.426424
57,0.2,17.652973,4.159027,175.426424
57,0.2,18.756284,4.154876,175.426424
57,0.2,19.859595,4.150725,175.426424
57,0.2,20.962906,4.146574,175.426424
57,0.2,22.066217,4.142423,175.426424
57,0.2,23.169528,4.138272,175.426424
57,0.2,24.272838,4.134121,175.426424
57,0.2,25.376149,4.12997,175.426424
57,0.2,26.47946,4.125819,175.426424
57,0.2,27.582771,4.121667,175.426424
57,0.2,28.686082,4.117516,175.426424
57,0.2,29.789393,4.113365,175.426424
57,0.2,30.892704,4.109214,175.426424
57,0.2,31.996014,4.105062,175.426424
57,0.2,33.099325,4.10091,175.426424
57,0.2,34.202636,4.096759,175.426424
57,0.2,35.305947,4.092607,175.426424
57,0.2,36.409258,4.088455,175.426424
57,0.2,37.512569,4.084302,175.426424
57,0.2,38.615879,4.080149,175.426424
57,0.2,39.71919,4.075996,175.426424
57,0.2,40.822501,4.071843,175.426424
57,0.2,41.925812,4.067689,175.426424
57,0.2,43.029123,4.063535,175.426424
57,0.2,44.132434,4.05938,175.426424
57,0.2,45.235744,4.055224,175.426424
57,0.2,46.339055,4.051068,175.426424
57,0.2,47.442366,4.046911,175.426424
57,0.2,48.545677,4.042753,175.426424
57,0.2,49.648988,4.038594,175.426424
57,0.2,50.752299,4.034434,175.426424
57,0.2,51.855609,4.030273,175.426424
57,0.2,52.95892,4.02611,175.426424
57,0.2,54.062231,4.021945,175.426424
57,0.2,55.165542,4.017779,175.426424
57,0.2,56.268853,4.013611,175.426424
57,0.2,57.372164,4.009441,175.426424
57,0.2,58.475475,4.005268,175.426424
57,0.2,59.578785,4.001093,175.426424
57,0.2,60.682096,3.996915,175.426424
57,0.2,61.785407,3.992734,175.426424
57,0.2,62.888718,3.988549,175.426424
57,0.2,63.992029,3.984361,175.426424
57,0.2,65.09534,3.980168,175.426424
57,0.2,66.19865,3.975971,175.426424
57,0.2,67.301961,3.97177,175.426424
57,0.2,68.405272,3.967563,175.426424
57,0.2,69.508583,3.96335,175.426424
57,0.2,70.611894,3.959131,175.426424
57,0.2,71.715205,3.954906,175.426424
57,0.2,72.818515,3.950673,175.426424
57,0.2,73.921826,3.946432,175.426424
57,0.2,75.025137,3.942183,175.426424
57,0.2,76.128448,3.937925,175.426424
57,0.2,77.231759,3.933658,175.426424
57,0.2,78.33507,3.92938,175.426424
57,0.2,79.43838,3.92509,175.426424
57,0.2,80.541691,3.920789,175.426424
57,0.2,81.645002,3.916475,175.426424
57,0.2,82.748313,3.912147,175.426424
57,0.2,83.851624,3.907804,175.426424
57,0.2,84.954935,3.903446,175.426424
57,0.2,86.058246,3.89907,175.426424
57,0.2,87.161556,3.894677,175.426424
57,0.2,88.264867,3.890265,175.426424
57,0.2,89.368178,3.885832,175.426424
57,0.2,90.471489,3.881377,175.426424
57,0.2,91.5748,3.8769,175.426424
57,0.2,92.678111,3.872398,175.426424
57,0.2,93.781421,3.86787,175.426424
57,0.2,94.884732,3.863315,175.426424
57,0.2,95.988043,3.85873,175.426424
57,0.2,97.091354,3.854114,175.426424
57,0.2,98.194665,3.849466,175.426424
57,0.2,99.297976,3.844782,175.426424
57,0.2,100.401286,3.840063,175.426424
57,0.2,101.504597,3.835304,175.426424
57,0.2,102.607908,3.830504,175.426424
57,0.2,103.711219,3.825662,175.426424
57,0.2,104.81453,3.820773,175.426424
57,0.2,105.917841,3.815837,175.426424
57,0.2,107.021151,3.810849,175.426424
57,0.2,108.124462,3.805809,175.426424
57,0.2,109.227773,3.800712,175.426424
57,0.2,110.331084,3.795556,175.426424
57,0.2,111.434395,3.790338,175.426424
57,0.2,112.537706,3.785055,175.426424
57,0.2,113.641017,3.779703,175.426424
57,0.2,114.744327,3.77428,175.426424
57,0.2,115.847638,3.76878,175.426424
57,0.2,116.950949,3.763201,175.426424
57,0.2,118.05426,3.75754,175.426424
57,0.2,119.157571,3.751791,175.426424
57,0.2,120.260882,3.74595,175.426424
57,0.2,121.364192,3.740014,175.426424
57,0.2,122.467503,3.733978,175.426424
57,0.2,123.570814,3.727838,175.426424
57,0.2,124.674125,3.721587,175.426424
57,0.2,125.777436,3.715223,175.426424
57,0.2,126.880747,3.708739,175.426424
57,0.2,127.984057,3.702129,175.426424
57,0.2,129.087368,3.69539,175.426424
57,0.2,130.190679,3.688514,175.426424
57,0.2,131.29399,3.681496,175.426424
57,0.2,132.397301,3.674329,175.426424
57,0.2,133.500612,3.667008,175.426424
57,0.2,134.603922,3.659526,175.426424
57,0.2,135.707233,3.651876,175.426424
57,0.2,136.810544,3.644051,175.426424
57,0.2,137.913855,3.636044,175.426424
57,0.2,139.017166,3.627847,175.426424
57,0.2,140.120477,3.619453,175.426424
57,0.2,141.223788,3.610854,175.426424
57,0.2,142.327098,3.602041,175.426424
57,0.2,143.430409,3.593007,175.426424
57,0.2,144.53372,3.583741,175.426424
57,0.2,145.637031,3.574236,175.426424
57,0.2,146.740342,3.564482,175.426424
57,0.2,147.843653,3.55447,175.426424
57,0.2,148.946963,3.544189,175.426424
57,0.2,150.050274,3.533629,175.426424
57,0.2,151.153585,3.52278,175.426424
57,0.2,152.256896,3.511632,175.426424
57,0.2,153.360207,3.500172,175.426424
57,0.2,154.463518,3.488391,175.426424
57,0.2,155.566828,3.476275,175.426424
57,0.2,156.670139,3.463812,175.426424
57,0.2,157.77345,3.450991,175.426424
57,0.2,158.876761,3.437799,175.426424
57,0.2,159.980072,3.424222,175.426424
57,0.2,161.083383,3.410247,175.426424
57,0.2,162.186693,3.395859,175.426424
57,0.2,163.290004,3.381045,175.426424
57,0.2,164.393315,3.36579,175.426424
57,0.2,165.496626,3.350079,175.426424
57,0.2,166.599937,3.333896,175.426424
57,0.2,167.703248,3.317225,175.426424
57,0.2,168.806559,3.30005,175.426424
57,0.2,169.909869,3.282354,175.426424
57,0.2,171.01318,3.26412,175.426424
57,0.2,172.116491,3.24533,175.426424
57,0.2,173.219802,3.225966,175.426424
57,0.2,174.323113,3.20601,175.426424
57,0.2,175.426424,3.185442,175.426424
