soc_fraction,two_theta_deg,intensity_au
0.0,44.982845,0.045
0.0,45.030544,0.045
0.0,45.078243,0.045
0.0,45.125941,0.045
0.0,45.17364,0.045
0.0,45.221339,0.045
0.0,45.269038,0.045
0.0,45.316736,0.045
0.0,45.364435,0.045
0.0,45.412134,0.045
0.0,45.459833,0.045
0.0,45.507531,0.045
0.0,45.55523,0.045
0.0,45.602929,0.045
0.0,45.650628,0.045
0.0,45.698326,0.045
0.0,45.746025,0.045
0.0,45.793724,0.045
0.0,45.841423,0.045
0.0,45.889121,0.045
0.0,45.93682,0.045
0.0,45.984519,0.045
0.0,46.032218,0.045
0.0,46.079916,0.045
0.0,46.127615,0.045
0.0,46.175314,0.045
0.0,46.223013,0.045
0.0,46.270711,0.045
0.0,46.31841,0.045
0.0,46.366109,0.045
0.0,46.413808,0.045
0.0,46.461506,0.045
0.0,46.509205,0.045
0.0,46.556904,0.045
0.0,46.604603,0.045
0.0,46.652301,0.045
0.0,46.7,0.045
0.009615,35.3,0.045
0.009615,35.347699,0.045
0.009615,35.395397,0.045
0.009615,35.443096,0.045
0.009615,35.490795,0.045
0.009615,35.538494,0.045
0.009615,35.586192,0.045
0.009615,35.633891,0.045
0.009615,35.68159,0.045
0.009615,35.729289,0.045
0.009615,35.776987,0.045
0.009615,35.824686,0.045
0.009615,35.872385,0.045
0.009615,35.920084,0.045
0.009615,35.967782,0.045
0.009615,36.015481,0.045
0.009615,36.06318,0.045
0.009615,36.110879,0.045
0.009615,36.158577,0.045
0.009615,36.206276,0.045
0.009615,36.253975,0.045
0.009615,36.301674,0.045
0.009615,36.349372,0.0450003
0.009615,36.397071,0.0450022
0.009615,36.44477,0.0450131
0.009615,36.492469,0.0450693
0.009615,36.540167,0.04532
0.009615,36.587866,0.0462913
0.009615,36.635565,0.0495541
0.009615,36.683264,0.059038
0.009615,36.730962,0.0828214
0.009615,36.778661,0.1340641
0.009615,36.82636,0.2283161
0.009615,36.874059,0.3747857
0.009615,36.921757,0.5635563
0.009615,36.969456,0.7576772
0.009615,37.017155,0.9010965
0.009615,37.064854,0.9438464
0.009615,37.112552,0.8698617
0.009615,37.160251,0.7066216
0.009615,37.20795,0.5088432
0.009615,37.255649,0.3292272
0.009615,37.303347,0.1972274
0.009615,37.351046,0.1162612
0.009615,37.398745,0.0741572
0.009615,37.446444,0.0554273
0.009615,37.494142,0.0482594
0.009615,37.541841,0.0458905
0.009615,37.58954,0.0452126
0.009615,37.637238,0.0450444
0.009615,37.684937,0.0450081
0.009615,37.732636,0.0450013
0.009615,37.780335,0.0450002
0.009615,37.828033,0.045
0.009615,37.875732,0.045
0.009615,37.923431,0.045
0.009615,37.97113,0.045
0.009615,38.018828,0.045
0.009615,38.066527,0.045
0.009615,38.114226,0.045
0.009615,38.161925,0.045
0.009615,38.209623,0.045
0.009615,38.257322,0.045
0.009615,38.305021,0.045
0.009615,38.35272,0.045
0.009615,38.400418,0.045
0.009615,38.448117,0.045
0.009615,38.495816,0.045
0.009615,38.543515,0.045
0.009615,38.591213,0.045
0.009615,38.638912,0.045
0.009615,38.686611,0.045
0.009615,38.73431,0.045
0.009615,38.782008,0.045
0.009615,38.829707,0.045
0.009615,38.877406,0.045
0.009615,38.925105,0.045
0.009615,38.972803,0.045
0.009615,39.020502,0.045
0.009615,39.068201,0.045
0.009615,39.1159,0.045
0.009615,39.163598,0.045
0.009615,39.211297,0.045
0.009615,39.258996,0.045
0.009615,39.306695,0.045
0.009615,39.354393,0.045
0.009615,39.402092,0.045
0.009615,39.449791,0.045
0.009615,39.49749,0.045
0.009615,39.545188,0.045
0.009615,39.592887,0.045
0.009615,39.640586,0.045
0.009615,39.688285,0.045
0.009615,39.735983,0.045
0.009615,39.783682,0.045
0.009615,39.831381,0.045
0.009615,39.879079,0.045
0.009615,39.926778,0.045
0.009615,39.974477,0.045
0.009615,40.022176,0.045
0.009615,40.069874,0.045
0.009615,40.117573,0.045
0.009615,40.165272,0.045
0.009615,40.212971,0.045
0.009615,40.260669,0.045
0.009615,40.308368,0.045
0.009615,40.356067,0.045
0.009615,40.403766,0.045
0.009615,40.451464,0.045
0.009615,40.499163,0.045
0.009615,40.546862,0.045
0.009615,40.594561,0.045
0.009615,40.642259,0.045
0.009615,40.689958,0.045
0.009615,40.737657,0.045
0.009615,40.785356,0.045
0.009615,40.833054,0.045
0.009615,40.880753,0.045
0.009615,40.928452,0.045
0.009615,40.976151,0.045
0.009615,41.023849,0.045
0.009615,41.071548,0.045
0.009615,41.119247,0.045
0.009615,41.166946,0.045
0.009615,41.214644,0.045
0.009615,41.262343,0.045
0.009615,41.310042,0.045
0.009615,41.357741,0.045
0.009615,41.405439,0.045
0.009615,41.453138,0.045
0.009615,41.500837,0.045
0.009615,41.548536,0.045
0.009615,41.596234,0.045
0.009615,41.643933,0.045
0.009615,41.691632,0.045
0.009615,41.739331,0.045
0.009615,41.787029,0.045
0.009615,41.834728,0.045
0.009615,41.882427,0.045
0.009615,41.930126,0.045
0.009615,41.977824,0.045
0.009615,42.025523,0.045
0.009615,42.073222,0.045
0.009615,42.120921,0.045
0.009615,42.168619,0.045
0.009615,42.216318,0.045
0.009615,42.264017,0.045
0.009615,42.311715,0.045
0.009615,42.359414,0.045
0.009615,42.407113,0.045
0.009615,42.454812,0.045
0.009615,42.50251,0.045
0.009615,42.550209,0.045
0.009615,42.597908,0.045
0.009615,42.645607,0.045
0.009615,42.693305,0.045
0.009615,42.741004,0.045
0.009615,42.788703,0.0450002
0.009615,42.836402,0.0450012
0.009615,42.8841,0.0450059
0.009615,42.931799,0.0450261
0.009615,42.979498,0.0451049
0.009615,43.027197,0.0453814
0.009615,43.074895,0.0462536
0.009615,43.122594,0.0487247
0.009615,43.170293,0.055002
0.009615,43.217992,0.0692758
0.009615,43.26569,0.0982529
0.009615,43.313389,0.1505839
0.009615,43.361088,0.2342069
0.009615,43.408787,0.3514509
0.009615,43.456485,0.4936107
0.009615,43.504184,0.6385578
0.009615,43.551883,0.7548085
0.009615,43.599582,0.8121919
0.009615,43.64728,0.7944653
0.009615,43.694979,0.7067346
0.009615,43.742678,0.5730813
0.009615,43.790377,0.4258926
0.009615,43.838075,0.293307
0.009615,43.885774,0.1913053
0.009615,43.933473,0.1229141
0.009615,43.981172,0.0825022
0.009615,44.02887,0.0613148
0.009615,44.076569,0.0514149
0.009615,44.124268,0.0472797
0.009615,44.171967,0.0457323
0.009615,44.219665,0.0452126
0.009615,44.267364,0.0450558
0.009615,44.315063,0.0450132
0.009615,44.362762,0.0450028
0.009615,44.41046,0.0450005
0.009615,44.458159,0.0450001
0.009615,44.505858,0.045
0.009615,44.553556,0.045
0.009615,44.601255,0.045
0.009615,44.648954,0.045
0.009615,44.696653,0.045
0.009615,44.744351,0.045
0.009615,44.79205,0.045
0.009615,44.839749,0.045
0.009615,44.887448,0.045
0.009615,44.935146,0.045
0.009615,44.982845,0.045
0.009615,45.030544,0.045
0.009615,45.078243,0.045
0.009615,45.125941,0.045
0.009615,45.17364,0.045
0.009615,45.221339,0.045
0.009615,45.269038,0.045
0.009615,45.316736,0.045
0.009615,45.364435,0.045
0.009615,45.412134,0.045
0.009615,45.459833,0.045
0.009615,45.507531,0.045
0.009615,45.55523,0.045
0.009615,45.602929,0.045
0.009615,45.650628,0.045
0.009615,45.698326,0.045
0.009615,45.746025,0.045
0.009615,45.793724,0.045
0.009615,45.841423,0.045
0.009615,45.889121,0.045
0.009615,45.93682,0.045
0.009615,45.984519,0.045
0.009615,46.032218,0.045
0.009615,46.079916,0.045
0.009615,46.127615,0.045
0.009615,46.175314,0.045
0.009615,46.223013,0.045
0.009615,46.270711,0.045
0.009615,46.31841,0.045
0.009615,46.366109,0.045
0.009615,46.413808,0.045
0.009615,46.461506,0.045
0.009615,46.509205,0.045
0.009615,46.556904,0.045
0.009615,46.604603,0.045
0.009615,46.652301,0.045
0.009615,46.7,0.045
0.019231,35.3,0.045
0.019231,35.347699,0.045
0.019231,35.395397,0.045
0.019231,35.443096,0.045
0.019231,35.490795,0.045
0.019231,35.538494,0.045
0.019231,35.586192,0.045
0.019231,35.633891,0.045
0.019231,35.68159,0.045
0.019231,35.729289,0.045
0.019231,35.776987,0.045
0.019231,35.824686,0.045
0.019231,35.872385,0.045
0.019231,35.920084,0.045
0.019231,35.967782,0.045
0.019231,36.015481,0.045
0.019231,36.06318,0.045
0.019231,36.110879,0.045
0.019231,36.158577,0.045
0.019231,36.206276,0.045
0.019231,36.253975,0.045
0.019231,36.301674,0.045
0.019231,36.349372,0.0450002
0.019231,36.397071,0.0450016
0.019231,36.44477,0.0450097
0.019231,36.492469,0.0450525
0.019231,36.540167,0.0452479
0.019231,36.587866,0.0460238
0.019231,36.635565,0.0486957
0.019231,36.683264,0.056661
0.019231,36.730962,0.0771592
0.019231,36.778661,0.1225187
0.019231,36.82636,0.2083206
0.019231,36.874059,0.3457517
0.019231,36.921757,0.5290701
0.019231,36.969456,0.7259908
0.019231,37.017155,0.8823503
0.019231,37.064854,0.9449244
0.019231,37.112552,0.8903524
0.019231,37.160251,0.7390686
0.019231,37.20795,0.543081
0.019231,37.255649,0.357414
0.019231,37.303347,0.2162749
0.019231,37.351046,0.1270711
0.019231,37.398745,0.0793731
0.019231,37.446444,0.0575829
0.019231,37.494142,0.049026
0.019231,37.541841,0.0461259
0.019231,37.58954,0.0452752
0.019231,37.637238,0.0450588
0.019231,37.684937,0.045011
0.019231,37.732636,0.0450018
0.019231,37.780335,0.0450003
0.019231,37.828033,0.045
0.019231,37.875732,0.045
0.019231,37.923431,0.045
0.019231,37.97113,0.045
0.019231,38.018828,0.045
0.019231,38.066527,0.045
0.019231,38.114226,0.045
0.019231,38.161925,0.045
0.019231,38.209623,0.045
0.019231,38.257322,0.045
0.019231,38.305021,0.045
0.019231,38.35272,0.045
0.019231,38.400418,0.045
0.019231,38.448117,0.045
0.019231,38.495816,0.045
0.019231,38.543515,0.045
0.019231,38.591213,0.045
0.019231,38.638912,0.045
0.019231,38.686611,0.045
0.019231,38.73431,0.045
0.019231,38.782008,0.045
0.019231,38.829707,0.045
0.019231,38.877406,0.045
0.019231,38.925105,0.045
0.019231,38.972803,0.045
0.019231,39.020502,0.045
0.019231,39.068201,0.045
0.019231,39.1159,0.045
0.019231,39.163598,0.045
0.019231,39.211297,0.045
0.019231,39.258996,0.045
0.019231,39.306695,0.045
0.019231,39.354393,0.045
0.019231,39.402092,0.045
0.019231,39.449791,0.045
0.019231,39.49749,0.045
0.019231,39.545188,0.045
0.019231,39.592887,0.045
0.019231,39.640586,0.045
0.019231,39.688285,0.045
0.019231,39.735983,0.045
0.019231,39.783682,0.045
0.019231,39.831381,0.045
0.019231,39.879079,0.045
0.019231,39.926778,0.045
0.019231,39.974477,0.045
0.019231,40.022176,0.045
0.019231,40.069874,0.045
0.019231,40.117573,0.045
0.019231,40.165272,0.045
0.019231,40.212971,0.045
0.019231,40.260669,0.045
0.019231,40.308368,0.045
0.019231,40.356067,0.045
0.019231,40.403766,0.045
0.019231,40.451464,0.045
0.019231,40.499163,0.045
0.019231,40.546862,0.045
0.019231,40.594561,0.045
0.019231,40.642259,0.045
0.019231,40.689958,0.045
0.019231,40.737657,0.045
0.019231,40.785356,0.045
0.019231,40.833054,0.045
0.019231,40.880753,0.045
0.019231,40.928452,0.045
0.019231,40.976151,0.045
0.019231,41.023849,0.045
0.019231,41.071548,0.045
0.019231,41.119247,0.045
0.019231,41.166946,0.045
0.019231,41.214644,0.045
0.019231,41.262343,0.045
0.019231,41.310042,0.045
0.019231,41.357741,0.045
0.019231,41.405439,0.045
0.019231,41.453138,0.045
0.019231,41.500837,0.045
0.019231,41.548536,0.045
0.019231,41.596234,0.045
0.019231,41.643933,0.045
0.019231,41.691632,0.045
0.019231,41.739331,0.045
0.019231,41.787029,0.045
0.019231,41.834728,0.045
0.019231,41.882427,0.045
0.019231,41.930126,0.045
0.019231,41.977824,0.045
0.019231,42.025523,0.045
0.019231,42.073222,0.045
0.019231,42.120921,0.045
0.019231,42.168619,0.045
0.019231,42.216318,0.045
0.019231,42.264017,0.045
0.019231,42.311715,0.045
0.019231,42.359414,0.045
0.019231,42.407113,0.045
0.019231,42.454812,0.045
0.019231,42.50251,0.045
0.019231,42.550209,0.045
0.019231,42.597908,0.045
0.019231,42.645607,0.045
0.019231,42.693305,0.045
0.019231,42.741004,0.045
0.019231,42.788703,0.0450003
0.019231,42.836402,0.0450015
0.019231,42.8841,0.0450075
0.019231,42.931799,0.0450327
0.019231,42.979498,0.0451297
0.019231,43.027197,0.0454641
0.019231,43.074895,0.0465012
0.019231,43.122594,0.0493888
0.019231,43.170293,0.0565972
0.019231,43.217992,0.0726978
0.019231,43.26569,0.1047891
0.019231,43.313389,0.1616494
0.019231,43.361088,0.2506971
0.019231,43.408787,0.3728375
0.019231,43.456485,0.5172518
0.019231,43.504184,0.659856
0.019231,43.551883,0.7685323
0.019231,43.599582,0.8145328
0.019231,43.64728,0.7847433
0.019231,43.694979,0.6877169
0.019231,43.742678,0.5497113
0.019231,43.790377,0.4032211
0.019231,43.838075,0.2747968
0.019231,43.885774,0.178236
0.019231,43.933473,0.1148206
0.019231,43.981172,0.0780697
0.019231,44.02887,0.0591567
0.019231,44.076569,0.0504775
0.019231,44.124268,0.0469155
0.019231,44.171967,0.0456054
0.019231,44.219665,0.045173
0.019231,44.267364,0.0450447
0.019231,44.315063,0.0450104
0.019231,44.362762,0.0450022
0.019231,44.41046,0.0450004
0.019231,44.458159,0.0450001
0.019231,44.505858,0.045
0.019231,44.553556,0.045
0.019231,44.601255,0.045
0.019231,44.648954,0.045
0.019231,44.696653,0.045
0.019231,44.744351,0.045
0.019231,44.79205,0.045
0.019231,44.839749,0.045
0.019231,44.887448,0.045
0.019231,44.935146,0.045
0.019231,44.982845,0.045
0.019231,45.030544,0.045
0.019231,45.078243,0.045
0.019231,45.125941,0.045
0.019231,45.17364,0.045
0.019231,45.221339,0.045
0.019231,45.269038,0.045
0.019231,45.316736,0.045
0.019231,45.364435,0.045
0.019231,45.412134,0.045
0.019231,45.459833,0.045
0.019231,45.507531,0.045
0.019231,45.55523,0.045
0.019231,45.602929,0.045
0.019231,45.650628,0.045
0.019231,45.698326,0.045
0.019231,45.746025,0.045
0.019231,45.793724,0.045
0.019231,45.841423,0.045
0.019231,45.889121,0.045
0.019231,45.93682,0.045
0.019231,45.984519,0.045
0.019231,46.032218,0.045
0.019231,46.079916,0.045
0.019231,46.127615,0.045
0.019231,46.175314,0.045
0.019231,46.223013,0.045
0.019231,46.270711,0.045
0.019231,46.31841,0.045
0.019231,46.366109,0.045
0.019231,46.413808,0.045
0.019231,46.461506,0.045
0.019231,46.509205,0.045
0.019231,46.556904,0.045
0.019231,46.604603,0.045
0.019231,46.652301,0.045
0.019231,46.7,0.045
0.028846,35.3,0.045
0.028846,35.347699,0.045
0.028846,35.395397,0.045
0.028846,35.443096,0.045
0.028846,35.490795,0.045
0.028846,35.538494,0.045
0.028846,35.586192,0.045
0.028846,35.633891,0.045
0.028846,35.68159,0.045
0.028846,35.729289,0.045
0.028846,35.776987,0.045
0.028846,35.824686,0.045
0.028846,35.872385,0.045
0.028846,35.920084,0.045
0.028846,35.967782,0.045
0.028846,36.015481,0.045
0.028846,36.06318,0.045
0.028846,36.110879,0.045
0.028846,36.158577,0.045
0.028846,36.206276,0.045
0.028846,36.253975,0.045
0.028846,36.301674,0.045
0.028846,36.349372,0.0450002
0.028846,36.397071,0.0450011
0.028846,36.44477,0.0450071
0.028846,36.492469,0.0450395
0.028846,36.540167,0.0451912
0.028846,36.587866,0.0458084
0.028846,36.635565,0.047987
0.028846,36.683264,0.0546474
0.028846,36.730962,0.0722343
0.028846,36.778661,0.1121976
0.028846,36.82636,0.1899185
0.028846,36.874059,0.3181663
0.028846,36.921757,0.4950527
0.028846,36.969456,0.6930858
0.028846,37.017155,0.8607075
0.028846,37.064854,0.9423655
0.028846,37.112552,0.9078537
0.028846,37.160251,0.7701668
0.028846,37.20795,0.5776863
0.028846,37.255649,0.3870094
0.028846,37.303347,0.2369276
0.028846,37.351046,0.1391391
0.028846,37.398745,0.0853585
0.028846,37.446444,0.0601228
0.028846,37.494142,0.049953
0.028846,37.541841,0.0464178
0.028846,37.58954,0.0453548
0.028846,37.637238,0.0450776
0.028846,37.684937,0.0450148
0.028846,37.732636,0.0450025
0.028846,37.780335,0.0450004
0.028846,37.828033,0.045
0.028846,37.875732,0.045
0.028846,37.923431,0.045
0.028846,37.97113,0.045
0.028846,38.018828,0.045
0.028846,38.066527,0.045
0.028846,38.114226,0.045
0.028846,38.161925,0.045
0.028846,38.209623,0.045
0.028846,38.257322,0.045
0.028846,38.305021,0.045
0.028846,38.35272,0.045
0.028846,38.400418,0.045
0.028846,38.448117,0.045
0.028846,38.495816,0.045
0.028846,38.543515,0.045
0.028846,38.591213,0.045
0.028846,38.638912,0.045
0.028846,38.686611,0.045
0.028846,38.73431,0.045
0.028846,38.782008,0.045
0.028846,38.829707,0.045
0.028846,38.877406,0.045
0.028846,38.925105,0.045
0.028846,38.972803,0.045
0.028846,39.020502,0.045
0.028846,39.068201,0.045
0.028846,39.1159,0.045
0.028846,39.163598,0.045
0.028846,39.211297,0.045
0.028846,39.258996,0.045
0.028846,39.306695,0.045
0.028846,39.354393,0.045
0.028846,39.402092,0.045
0.028846,39.449791,0.045
0.028846,39.49749,0.045
0.028846,39.545188,0.045
0.028846,39.592887,0.045
0.028846,39.640586,0.045
0.028846,39.688285,0.045
0.028846,39.735983,0.045
0.028846,39.783682,0.045
0.028846,39.831381,0.045
0.028846,39.879079,0.045
0.028846,39.926778,0.045
0.028846,39.974477,0.045
0.028846,40.022176,0.045
0.028846,40.069874,0.045
0.028846,40.117573,0.045
0.028846,40.165272,0.045
0.028846,40.212971,0.045
0.028846,40.260669,0.045
0.028846,40.308368,0.045
0.028846,40.356067,0.045
0.028846,40.403766,0.045
0.028846,40.451464,0.045
0.028846,40.499163,0.045
0.028846,40.546862,0.045
0.028846,40.594561,0.045
0.028846,40.642259,0.045
0.028846,40.689958,0.045
0.028846,40.737657,0.045
0.028846,40.785356,0.045
0.028846,40.833054,0.045
0.028846,40.880753,0.045
0.028846,40.928452,0.045
0.028846,40.976151,0.045
0.028846,41.023849,0.045
0.028846,41.071548,0.045
0.028846,41.119247,0.045
0.028846,41.166946,0.045
0.028846,41.214644,0.045
0.028846,41.262343,0.045
0.028846,41.310042,0.045
0.028846,41.357741,0.045
0.028846,41.405439,0.045
0.028846,41.453138,0.045
0.028846,41.500837,0.045
0.028846,41.548536,0.045
0.028846,41.596234,0.045
0.028846,41.643933,0.045
0.028846,41.691632,0.045
0.028846,41.739331,0.045
0.028846,41.787029,0.045
0.028846,41.834728,0.045
0.028846,41.882427,0.045
0.028846,41.930126,0.045
0.028846,41.977824,0.045
0.028846,42.025523,0.045
0.028846,42.073222,0.045
0.028846,42.120921,0.045
0.028846,42.168619,0.045
0.028846,42.216318,0.045
0.028846,42.264017,0.045
0.028846,42.311715,0.045
0.028846,42.359414,0.045
0.028846,42.407113,0.045
0.028846,42.454812,0.045
0.028846,42.50251,0.045
0.028846,42.550209,0.045
0.028846,42.597908,0.045
0.028846,42.645607,0.045
0.028846,42.693305,0.045
0.028846,42.741004,0.0450001
0.028846,42.788703,0.0450004
0.028846,42.836402,0.045002
0.028846,42.8841,0.0450095
0.028846,42.931799,0.045041
0.028846,42.979498,0.0451599
0.028846,43.027197,0.0455633
0.028846,43.074895,0.0467929
0.028846,43.122594,0.0501581
0.028846,43.170293,0.0584124
0.028846,43.217992,0.0765213
0.028846,43.26569,0.1119555
0.028846,43.313389,0.1735446
0.028846,43.361088,0.2680518
0.028846,43.408787,0.3948183
0.028846,43.456485,0.5408655
0.028846,43.504184,0.6802871
0.028846,43.551883,0.7806325
0.028846,43.599582,0.8149039
0.028846,43.64728,0.7732774
0.028846,43.694979,0.6676469
0.028846,43.742678,0.5261401
0.028846,43.790377,0.3810362
0.028846,43.838075,0.2571217
0.028846,43.885774,0.1660233
0.028846,43.933473,0.1074076
0.028846,43.981172,0.0740865
0.028846,44.02887,0.0572526
0.028846,44.076569,0.049665
0.028846,44.124268,0.0466053
0.028846,44.171967,0.0454993
0.028846,44.219665,0.0451404
0.028846,44.267364,0.0450357
0.028846,44.315063,0.0450082
0.028846,44.362762,0.0450017
0.028846,44.41046,0.0450003
0.028846,44.458159,0.0450001
0.028846,44.505858,0.045
0.028846,44.553556,0.045
0.028846,44.601255,0.045
0.028846,44.648954,0.045
0.028846,44.696653,0.045
0.028846,44.744351,0.045
0.028846,44.79205,0.045
0.028846,44.839749,0.045
0.028846,44.887448,0.045
0.028846,44.935146,0.045
0.028846,44.982845,0.045
0.028846,45.030544,0.045
0.028846,45.078243,0.045
0.028846,45.125941,0.045
0.028846,45.17364,0.045
0.028846,45.221339,0.045
0.028846,45.269038,0.045
0.028846,45.316736,0.045
0.028846,45.364435,0.045
0.028846,45.412134,0.045
0.028846,45.459833,0.045
0.028846,45.507531,0.045
0.028846,45.55523,0.045
0.028846,45.602929,0.045
0.028846,45.650628,0.045
0.028846,45.698326,0.045
0.028846,45.746025,0.045
0.028846,45.793724,0.045
0.028846,45.841423,0.045
0.028846,45.889121,0.045
0.028846,45.93682,0.045
0.028846,45.984519,0.045
0.028846,46.032218,0.045
0.028846,46.079916,0.045
0.028846,46.127615,0.045
0.028846,46.175314,0.045
0.028846,46.223013,0.045
0.028846,46.270711,0.045
0.028846,46.31841,0.045
0.028846,46.366109,0.045
0.028846,46.413808,0.045
0.028846,46.461506,0.045
0.028846,46.509205,0.045
0.028846,46.556904,0.045
0.028846,46.604603,0.045
0.028846,46.652301,0.045
0.028846,46.7,0.045
0.038462,35.3,0.045
0.038462,35.347699,0.045
0.038462,35.395397,0.045
0.038462,35.443096,0.045
0.038462,35.490795,0.045
0.038462,35.538494,0.045
0.038462,35.586192,0.045
0.038462,35.633891,0.045
0.038462,35.68159,0.045
0.038462,35.729289,0.045
0.038462,35.776987,0.045
0.038462,35.824686,0.045
0.038462,35.872385,0.045
0.038462,35.920084,0.045
0.038462,35.967782,0.045
0.038462,36.015481,0.045
0.038462,36.06318,0.045
