cycle,electrolyte_A_CE_percent,electrolyte_B_CE_percent
97.0,99.71774517136818,99.17014969742827
98.0,99.7305831356897,99.13797937873784
99.0,99.76321778811887,99.1342818761734
100.0,99.75185149838852,99.14245888635742
101.0,99.72791671305119,99.11198928455009
102.0,99.734234755774,99.07228218718119
103.0,99.72160455758369,99.07763065628527
104.0,99.69471392856437,99.0982999878199
105.0,99.71362177789959,99.08713969478679
106.0,99.74017630361803,99.0798266026786
107.0,99.73324093083123,99.11631168487098
108.0,99.74348183797218,99.1505185350837
109.0,99.76366068732203,99.14081266897583
110.0,99.73819115975644,99.1311446396246
111.0,99.71130676465633,99.15250790164319
112.0,99.72119261265898,99.15463673067582
113.0,99.71485745814057,99.11320524136575
114.0,99.70134434987504,99.08528775905103
115.0,99.73153004145742,99.09474446607312
116.0,99.75617176536498,99.08896056767804
117.0,99.74142160399725,99.0570006161161
118.0,99.74324810134563,99.05743453928541
119.0,99.75112869606646,99.09587962312769
120.0,99.7186476739587,99.11131616439428
121.0,99.69869113297796,99.10055197809777
122.0,99.71946530875876,99.11821788718088
123.0,99.72174012755299,99.1537711850254
124.0,99.71766000148888,99.14763192563424
125.0,99.74982401608375,99.11361376540648
126.0,99.76317555206184,99.10911909321437
127.0,99.73618283941663,99.11635297243984
128.0,99.73115328415231,99.08557520135652
129.0,99.73374475605554,99.04756302798118
130.0,99.70428732833379,99.05551156132867
131.0,99.6986298441941,99.0779073701357
132.0,99.73101801379393,99.0680997089545
133.0,99.7367434869796,99.06258348980788
134.0,99.7332462284655,99.0999143349546
135.0,99.75820690512344,99.13284000992809
136.0,99.75608494246507,99.12112698590236
137.0,99.720027065452,99.11002060078044
138.0,99.71603110968168,99.12960140812076
139.0,99.72250140484564,99.12927567100662
140.0,99.70295104231583,99.08655919745735
141.0,99.71192492839928,99.05936459010329
142.0,99.74928759317375,99.0700196550128
143.0,99.74916933270063,99.06525289355498
144.0,99.73834093083585,99.03533084873506
145.0,99.75257623585983,99.03860998047993
146.0,99.73853502712066,99.07864094466002
147.0,99.70250282612092,99.09400318315569
148.0,99.708677234055,99.08297697056726
149.0,99.7243249482408,99.10013454783773
150.0,99.71433501990207,99.13360075781885
151.0,99.73109716852676,99.12453439866539
152.0,99.76330694277266,99.08879273651984
153.0,99.74990774693052,99.0836990753939
154.0,99.729991925604,99.09023313796831
155.0,99.73758533639908,99.05941971312362
156.0,99.72062424610357,99.02332645231542
157.0,99.694195094921,99.03396730762404
158.0,99.71500984394943,99.05805284067294
159.0,99.73770938494555,99.04947195741572
160.0,99.73020832519484,99.04553844242868
161.0,99.74508425912575,99.08343020957163
162.0,99.76461157313399,99.11481088332202
163.0,99.73721330428887,99.10093036708533
164.0,99.71391357767216,99.08833064916932
165.0,99.72368264974207,99.10616993599854
166.0,99.71256521741013,99.10355303475608
167.0,99.7000577889292,99.05981918633101
168.0,99.73230694912371,99.03362376967152
169.0,99.75367458419196,99.0456895500749
170.0,99.73962952586287,99.04208124655992
171.0,99.74619673906663,99.01424487512412
172.0,99.7525713185116,99.02027313272022
173.0,99.7178351784325,99.06166747835469
174.0,99.70087147261997,99.07669508985035
175.0,99.72049736337196,99.06516378618258
176.0,99.71826609366921,99.08159976133798
177.0,99.71629480401612,99.11284778263433
178.0,99.75089493949008,99.10087327541149
179.0,99.76144401425319,99.06356221247277
180.0,99.73587065418108,99.0580872192539
181.0,99.7349436813389,99.06417078661907
182.0,99.73478355410855,99.03358498833266
183.0,99.70278750402905,98.99961116959634
184.0,99.69987629346865,99.01300459612666
185.0,99.73074491028694,99.03871039885261
186.0,99.73289145706339,99.03120344141365
187.0,99.73275720013721,99.02862218931718
188.0,99.76022373463513,99.0667888135018
189.0,99.75525963162859,99.09637548857894
190.0,99.72067963945136,99.08019392987161
191.0,99.71968415935835,99.06607819886177
192.0,99.72227993659777,99.08224866111247
193.0,99.70042785795462,99.07752885776407
194.0,99.71248124721056,99.0330567928406
195.0,99.74849783932693,99.0081322153814
196.0,99.74594099977897,99.02180226298633
197.0,99.73934408686618,99.01946514677532
198.0,99.75549630589421,98.99372894054012
199.0,99.73803401260598,99.0023793546608
200.0,99.70319161462733,99.04489389770133
201.0,99.71132500001028,99.05932057283232
202.0,99.72257076784796,99.04705000960149
203.0,99.71121007371617,99.06257308019353
204.0,99.7317812319838,99.0915031897824
205.0,99.76291333444091,99.07667321937707
206.0,99.74790299780277,99.03797455701239
207.0,99.7323688963463,99.03235192547461
208.0,99.74067056208204,99.03823624313146
209.0,99.71953513606468,99.0081282471563
210.0,99.69417564281916,98.97644813943636
211.0,99.71641068913276,98.9926212780456
212.0,99.73491524179974,99.0198460163434
213.0,99.72742129366195,99.01323567613616
214.0,99.74674564923524,99.01176370437344
215.0,99.7650659405964,99.04992202964799
216.0,99.73628420738704,99.0774841521344
217.0,99.71687466523369,99.05889707905749
218.0,99.72594024470166,99.0432754532158
219.0,99.71024854532374,99.05788016476892
220.0,99.69924641315077,99.05126758437632
221.0,99.73296570712021,99.0063440377664
222.0,99.75080141420229,98.9829532231572
223.0,99.73806862634862,98.99839903000753
224.0,99.74915179534813,98.99741546441832
225.0,99.75357486651207,98.9737607247477
226.0,99.7172112297354,98.98487739507013
227.0,99.703437838242,99.02825167079918
228.0,99.72128465039864,99.04180919917394
229.0,99.71478873078352,99.02857798413645
230.0,99.71532355745417,99.04302168065868
231.0,99.75171304129499,99.06956675667622
232.0,99.75933279467988,99.05196702741655
233.0,99.73583191979512,99.01208778026243
234.0,99.7387450945276,99.00656354925896
235.0,99.73547564784144,99.0124976781226
236.0,99.7015923915658,98.98310089370135
237.0,99.70147742275611,98.95386010007707
238.0,99.73015713249774,98.97280638182815
239.0,99.72901593095673,99.00141815616408
240.0,99.73257239097033,98.99550558932836
241.0,99.7619007367583,98.99489129045752
242.0,99.75412275492882,99.03276515301494
243.0,99.72169570914599,99.05809395284996
244.0,99.72337116943787,99.03702782695824
245.0,99.72178622111038,99.01994321687357
246.0,99.69826102235703,99.03311377826604
247.0,99.71329120227813,99.02483708608763
248.0,99.74729469809624,98.97975228363926
249.0,99.74267674622907,98.95814549803725
250.0,99.7406017114454,98.97551357761951
251.0,99.75806107184873,98.97593425747016
252.0,99.73734657901075,98.95430968716225
253.0,99.70433770450967,98.96771017108347
254.0,99.71399707015242,99.01167010253428
255.0,99.72056469257662,99.0240924943603
256.0,99.7084255062723,99.00969569527791
257.0,99.73258208195435,99.02292085882145
258.0,99.76203090390311,99.04704710840828
259.0,99.74590193366862,99.02679513438682
260.0,99.73500858128794,98.98596465540737
261.0,99.74343849840578,98.98079332082786
262.0,99.71839417775008,98.98702006594033
263.0,99.69465940834975,98.95854773706829
264.0,99.71776345448738,98.93186122215538
265.0,99.73183849728487,98.95354027480512
266.0,99.72492708709721,98.98337840656588
267.0,99.74840484606044,98.97794648992901
268.0,99.76502209357109,98.97793367330705
269.0,99.73546122892353,99.01525787262489
270.0,99.72014119677075,99.03816937840251
271.0,99.72792412628007,99.01458298204578
272.0,99.7079729113237,98.99611057630696
273.0,99.69890940943111,99.00800482443672
274.0,99.73345179234657,98.9983076280175
275.0,99.74760388037059,98.95335115053622
276.0,99.73677322606538,98.93376225492993
277.0,99.75204388194174,98.95317160293862
278.0,99.75414342293237,98.95501474395004
279.0,99.71682834816558,98.93533753736638
280.0,99.70633706993958,98.95081563535985
281.0,99.72180031907595,98.99507740989924
282.0,99.71138047909075,99.0061049921892
283.0,99.71473788761347,98.99035756795818
284.0,99.75222699100054,99.00225440266331
285.0,99.75689564855666,99.02396158341246
286.0,99.73608600622279,99.00120500127561
287.0,99.74248329395972,98.95967176251808
288.0,99.73583480778352,98.95511225250867
289.0,99.70075273648563,98.96186419146343
290.0,99.70337939087794,98.93450631311275
291.0,99.72924231707769,98.9104568930917
292.0,99.72519141747519,98.93479495703421
293.0,99.7326716414411,98.96567222001882
294.0,99.763187504887,98.96048909193985
295.0,99.75272819708925,98.9608210888383
296.0,99.72308149188567,98.99734518638562
297.0,99.72701892272823,99.01768286873765
298.0,99.72104750548895,98.99156820326972
299.0,99.69650040132217,98.97181445379027
300.0,99.71430048369629,98.98261376779536
