branch,areal_capacity_mAh_cm2,cell_voltage_V
stripping,0.9569598393574298,0.07987013397836776
stripping,0.9609638554216868,0.08502287158776253
stripping,0.9649678714859439,0.09078484309536883
stripping,0.9689718875502009,0.09722559845331025
stripping,0.972975903614458,0.10442228901383066
stripping,0.976979919678715,0.11246046165078202
stripping,0.9809839357429719,0.12143493204557024
stripping,0.984987951807229,0.1314507446539543
stripping,0.988991967871486,0.14262422754840806
stripping,0.9929959839357431,0.15508415106714274
stripping,0.997,0.168973
