sputter_time_s,LiF2_minus_relative_signal,C2HO_minus_relative_signal,Li7_minus_relative_signal
105.0,0.8752840899578763,0.2792944349889178,0.6148119684889622
106.0,0.8694608114860853,0.2793928144340718,0.6157318307376244
107.0,0.8635987305909174,0.27950001126681445,0.616534339729688
108.0,0.8576597023875215,0.27947232473296496,0.6172512958338273
109.0,0.8515988740771887,0.2791751733742821,0.6179154582729314
110.0,0.8453663098876647,0.27849015363752044,0.6185599974591246
111.0,0.8389087730475202,0.27732124686786086,0.6192179403339989
112.0,0.8321716125541503,0.2755998477754195,0.6199216180752066
113.0,0.8251006994573179,0.27328834953335496,0.6207021254906221
114.0,0.8176443559392623,0.27038209668437013,0.621588801224033
115.0,0.8097552206698334,0.26690960299547406,0.6226087375450924
116.0,0.8013919957451757,0.2629310227812879,0.6237863279969922
117.0,0.7925210239284147,0.25853495620120737,0.6251428605364096
118.0,0.7831176498022435,0.2538337567807663,0.6266961630325458
119.0,0.7731673246752181,0.2489575882913015,0.6284603071084343
120.0,0.7626664224762175,0.24404754398991274,0.6304453753231047
121.0,0.7516227422117188,0.239248190604659,0.6326572956242222
122.0,0.7400556816077445,0.23469992974707496,0.6350977458655478
123.0,0.7279960760516496,0.23053157904976695,0.6377641300011304
124.0,0.7154857066145136,0.22685356375461524,0.6406496263585041
125.0,0.7025764904940504,0.22375207732645874,0.6437433071767376
126.0,0.6893293763949024,0.22128451863134413,0.6470303273924968
127.0,0.6758129758932719,0.21947644598540123,0.6504921794886325
128.0,0.6621019694699835,0.21832020849113776,0.6541070101049107
129.0,0.6482753324199606,0.21777532673996833,0.6578499930681939
130.0,0.6344144310685033,0.21777060282562674,0.6616937525472238
131.0,0.6206010434949374,0.21820784853520037,0.6656088291912365
132.0,0.6069153611733672,0.21896703535969383,0.6695641813862397
133.0,0.5934340285244818,0.21991259508283084,0.6735277131701121
134.0,0.5802282763147191,0.22090053910912388,0.6774668198977899
135.0,0.5673622021698351,0.2217860215715938,0.6813489424482405
136.0,0.5548912472659093,0.22243094788695264,0.6851421206207662
137.0,0.5428609126430397,0.22271122803253462,0.6888155363818594
138.0,0.5313057517172755,0.22252329253083838,0.6923400377951078
139.0,0.5202486676425677,0.22178952795873932,0.6956886347926396
140.0,0.5097005354249975,0.22046234570411297,0.698836958421806
141.0,0.49966015936835106,0.21852666967571727,0.7017636758171887
142.0,0.4901145668018921,0.21600071194156165,0.7044508538952057
143.0,0.48103962938537587,0.21293499544107908,0.7068842656339571
144.0,0.47240099388118806,0.2094096752382087,0.7090536337698816
145.0,0.46415529539999134,0.20553029939365605,0.7109528077989693
146.0,0.4562516180204116,0.20142223271555848,0.7125798712958257
147.0,0.4486331605886578,0.19722403707030348,0.7139371777398628
148.0,0.44123905962496396,0.1930801568903675,0.7150313142444019
149.0,0.4340063167697613,0.18913329510943022,0.715872993801207
150.0,0.42687177522297653,0.18551688105940708,0.7164768778593456
151.0,0.4197740882506278,0.1823480270207121,0.7168613322329636
152.0,0.4126556230936122,0.17972134438111945,0.7170481204577127
153.0,0.405464245506663,0.17770394508544965,0.7170620397711951
154.0,0.39815493362624216,0.17633189163240043,0.7169305058610725
155.0,0.3906911748144947,0.17560828258395184,0.716683093389095
156.0,0.38304610540961653,0.17550307441494256,0.7163510400456297
157.0,0.3752033607498615,0.1759546490822668,0.7159667225047415
158.0,0.3671576112145188,0.17687304475100904,0.7155631131240758
159.0,0.358914769098972,0.1781446795210431,0.7151732265587523
160.0,0.35049186065082216,0.17963831936550034,0.7148295656286855
161.0,0.3419165672657985,0.1812119759633874,0.7145635757913418
162.0,0.33322644939696167,0.1827203711337498,0.7144051174267135
163.0,0.32446787589305925,0.1840225747374978,0.7143819648406871
164.0,0.31569468998765093,0.18498941377699693,0.7145193404420627
165.0,0.30696665076461066,0.18551026247394298,0.7148394919548982
166.0,0.2983476954085887,0.1854988557082306,0.7153613198015554
167.0,0.2899040727241264,0.18489781963741803,0.7161000609451443
168.0,0.2817024021251836,0.18368168087894773,0.7170670345272322
169.0,0.27380771445070223,0.18185819576718165,0.7182694535938088
170.0,0.2662815314894492,0.17946792967431782,0.71971030608718
171.0,0.25918003998358496,0.17658210854855028,0.7213883071125115
172.0,0.2525524131573524,0.1732988558203681,0.723297923284891
173.0,0.2464393285635531,0.16973801286608312,0.7254294687463324
174.0,0.24087172537874893,0.1660348158178018,0.7277692712326237
175.0,0.23586983737170597,0.16233276174213662,0.7302999053877386
176.0,0.23144252981766186,0.15877603990367314,0.733000489388648
177.0,0.22758695986286204,0.15550192673501975,0.735847039874923
178.0,0.22428857051235027,0.15263354504677307,0.7388128791935512
179.0,0.22152141878829815,0.1502733688272686,0.7418690880865089
180.0,0.21924882896381018,0.1484978157138842,0.7449849961817199
181.0,0.21742435239621005,0.14735321193307394,0.7481287020100545
182.0,0.21599300663482254,0.1468533422222428,0.7512676137727321
183.0,0.21489275841641153,0.14697871377003432,0.7543690017332959
184.0,0.21405620811920997,0.1476775729390677,0.7574005529121517
185.0,0.21341242742698882,0.14886862122103187,0.7603309187227948
186.0,0.21288889752569595,0.15044528738024682,0.763130246307972
187.0,0.21241349224462294,0.1522813307817302,0.7657706846090977
188.0,0.2119164492457843,0.1542374807900612,0.7682268566286511
189.0,0.2113322726970255,0.15616876255840897,0.7704762899158177
190.0,0.21060151282678594,0.1579321233768634,0.772499798010658
191.0,0.20967237129492672,0.15939395791961813,0.7742818064097293
192.0,0.20850208632268216,0.16043713605529933,0.775810617552343
193.0,0.2070580578612594,0.16096716308337122,0.7770786103557438
194.0,0.20531868056026542,0.1609171479522782,0.7780823709320579
195.0,0.2032738607083266,0.16025131779528418,0.7788227522812435
196.0,0.20092520241653455,0.15896689368139008,0.779304861952898
197.0,0.19828585783843583,0.15709422878896495,0.7795379778853767
198.0,0.19538004589366675,0.15469520172310108,0.7795353938427795
199.0,0.19224225350716473,0.15185994959444177,0.7793141970584725
200.0,0.18891614251701788,0.14870211291738528,0.778894981837915
201.0,0.1854531938779288,0.14535284276391666,0.7783015039543137
202.0,0.1819111283496898,0.14195388579788612,0.777560281669827
203.0,0.17835214929298668,0.1386501113800403,0.7767001501157896
204.0,0.17484105831282898,0.13558187431871574,0.7757517765525548
205.0,0.17144329814540657,0.1328776154972086,0.7747471446897476
206.0,0.16822297927182342,0.13064709008056105,0.7737190167698704
207.0,0.1652409472017806,0.12897557995166772,0.7727003824934601
208.0,0.16255294618863989,0.12791939519001674,0.7717239040860698
209.0,0.16020793234845876,0.12750290151612487,0.7708213668724477
210.0,0.15824658483996995,0.12771723025638942,0.7700231446303502
211.0,0.15670005804449536,0.12852073876944803,0.7693576887469926
212.0,0.1555890107293009,0.1298411970832335,0.7688510497994488
213.0,0.15492294018543362,0.1315795855772305,0.7685264396331077
214.0,0.15469984053206784,0.13361530369520735,0.7684038413288424
215.0,0.15490619502748992,0.13581251535867594,0.7684996736413656
216.0,0.1555173025916951,0.13802729688449847,0.7688265155719745
217.0,0.15649792910492355,0.1401152109444259,0.7693928957240459
218.0,0.15780326467826758,0.14193890766592965,0.770203149996353
219.0,0.15938015926681617,0.143375352544255,0.7712573500159885
220.0,0.16116860096710448,0.14432230049045167,0.7725513035188626
221.0,0.16310339434035948,0.14470367504407403,0.7740766266715363
222.0,0.1651159903329945,0.14447356944118092,0.7758208871140555
223.0,0.16713641499233609,0.1436186588113221,0.777767815309942
224.0,0.1690952413247503,0.14215889645861735,0.7798975806367343
225.0,0.17092554739733853,0.14014645755455757,0.7821871275578887
226.0,0.17256480417911207,0.13766298587410722,0.7846105662029103
227.0,0.17395663864162572,0.134815288580681,0.7871396107643689
228.0,0.1750524212340939,0.13172970580251953,0.7897440583134913
229.0,0.1758126319103522,0.12854545153804542,0.7923922999539048
230.0,0.17620796526871121,0.1254072766050298,0.7950518556873579
231.0,0.17622014288670876,0.12245784005447743,0.7976899239650783
232.0,0.1758424093741587,0.11983019082450204,0.8002739366505827
233.0,0.1750796977863298,0.11764075560345003,0.8027721100284322
234.0,0.17394845957166863,0.11598320221091386,0.8051539825601518
235.0,0.17247616390035914,0.11492350169420926,0.8073909303121859
236.0,0.1707004807523297,0.11449644920490554,0.8094566513575803
237.0,0.16866817126124323,0.1147038268901378,0.8113276109766728
238.0,0.16643371725164724,0.11551430555310743,0.8129834401436499
239.0,0.16405772942646002,0.11686509026106877,0.8144072805741729
240.0,0.1616051800445086,0.11866522323026682,0.8155860705111291
