cycle,capacity_mAh_g,voltage_V,cycling_endpoint_mAh_g
1,106.885614,3.841944,180.495518
1,107.893969,3.837447,180.495518
1,108.902324,3.832914,180.495518
1,109.910678,3.828341,180.495518
1,110.919033,3.823728,180.495518
1,111.927388,3.819072,180.495518
1,112.935743,3.814372,180.495518
1,113.944098,3.809626,180.495518
1,114.952453,3.804831,180.495518
1,115.960808,3.799985,180.495518
1,116.969162,3.795085,180.495518
1,117.977517,3.790131,180.495518
1,118.985872,3.785118,180.495518
1,119.994227,3.780046,180.495518
1,121.002582,3.77491,180.495518
1,122.010937,3.769708,180.495518
1,123.019291,3.764438,180.495518
1,124.027646,3.759097,180.495518
1,125.036001,3.753681,180.495518
1,126.044356,3.748188,180.495518
1,127.052711,3.742615,180.495518
1,128.061066,3.736957,180.495518
1,129.069421,3.731213,180.495518
1,130.077775,3.725378,180.495518
1,131.08613,3.719448,180.495518
1,132.094485,3.71342,180.495518
1,133.10284,3.707291,180.495518
1,134.111195,3.701056,180.495518
1,135.11955,3.694711,180.495518
1,136.127905,3.688252,180.495518
1,137.136259,3.681674,180.495518
1,138.144614,3.674974,180.495518
1,139.152969,3.668147,180.495518
1,140.161324,3.661187,180.495518
1,141.169679,3.65409,180.495518
1,142.178034,3.646852,180.495518
1,143.186388,3.639466,180.495518
1,144.194743,3.631928,180.495518
1,145.203098,3.624232,180.495518
1,146.211453,3.616372,180.495518
1,147.219808,3.608344,180.495518
1,148.228163,3.60014,180.495518
1,149.236518,3.591755,180.495518
1,150.244872,3.583183,180.495518
1,151.253227,3.574417,180.495518
1,152.261582,3.565451,180.495518
1,153.269937,3.556277,180.495518
1,154.278292,3.546889,180.495518
1,155.286647,3.53728,180.495518
1,156.295001,3.527442,180.495518
1,157.303356,3.517368,180.495518
1,158.311711,3.50705,180.495518
1,159.320066,3.496481,180.495518
1,160.328421,3.485651,180.495518
1,161.336776,3.474554,180.495518
1,162.345131,3.463179,180.495518
1,163.353485,3.451519,180.495518
1,164.36184,3.439565,180.495518
1,165.370195,3.427307,180.495518
1,166.37855,3.414735,180.495518
1,167.386905,3.401841,180.495518
1,168.39526,3.388614,180.495518
1,169.403614,3.375045,180.495518
1,170.411969,3.361122,180.495518
1,171.420324,3.346835,180.495518
1,172.428679,3.332174,180.495518
1,173.437034,3.317126,180.495518
1,174.445389,3.301682,180.495518
1,175.453744,3.285828,180.495518
1,176.462098,3.269553,180.495518
1,177.470453,3.252846,180.495518
1,178.478808,3.235692,180.495518
1,179.487163,3.21808,180.495518
1,180.495518,3.199996,180.495518
100,0.0,4.2596,181.925569
100,1.016344,4.255745,181.925569
100,2.032688,4.251891,181.925569
100,3.049032,4.248036,181.925569
100,4.065376,4.244181,181.925569
100,5.08172,4.240326,181.925569
100,6.098064,4.236472,181.925569
100,7.114408,4.232617,181.925569
100,8.130752,4.228762,181.925569
100,9.147096,4.224907,181.925569
100,10.16344,4.221053,181.925569
100,11.179784,4.217198,181.925569
100,12.196128,4.213343,181.925569
100,13.212471,4.209488,181.925569
100,14.228815,4.205634,181.925569
100,15.245159,4.201779,181.925569
100,16.261503,4.197924,181.925569
100,17.277847,4.194069,181.925569
100,18.294191,4.190214,181.925569
100,19.310535,4.18636,181.925569
100,20.326879,4.182505,181.925569
100,21.343223,4.17865,181.925569
100,22.359567,4.174795,181.925569
100,23.375911,4.170941,181.925569
100,24.392255,4.167086,181.925569
100,25.408599,4.163231,181.925569
100,26.424943,4.159376,181.925569
100,27.441287,4.155521,181.925569
100,28.457631,4.151666,181.925569
100,29.473975,4.147811,181.925569
100,30.490319,4.143956,181.925569
100,31.506663,4.140101,181.925569
100,32.523007,4.136246,181.925569
100,33.539351,4.132391,181.925569
100,34.555695,4.128535,181.925569
100,35.572039,4.12468,181.925569
100,36.588383,4.120824,181.925569
100,37.604727,4.116968,181.925569
100,38.62107,4.113112,181.925569
100,39.637414,4.109256,181.925569
100,40.653758,4.1054,181.925569
100,41.670102,4.101543,181.925569
100,42.686446,4.097686,181.925569
100,43.70279,4.093829,181.925569
100,44.719134,4.089971,181.925569
100,45.735478,4.086113,181.925569
100,46.751822,4.082254,181.925569
100,47.768166,4.078395,181.925569
100,48.78451,4.074535,181.925569
100,49.800854,4.070675,181.925569
100,50.817198,4.066813,181.925569
100,51.833542,4.062951,181.925569
100,52.849886,4.059088,181.925569
100,53.86623,4.055225,181.925569
100,54.882574,4.051359,181.925569
100,55.898918,4.047493,181.925569
100,56.915262,4.043626,181.925569
100,57.931606,4.039756,181.925569
100,58.94795,4.035886,181.925569
100,59.964294,4.032013,181.925569
100,60.980638,4.028139,181.925569
100,61.996982,4.024263,181.925569
100,63.013325,4.020384,181.925569
100,64.029669,4.016503,181.925569
100,65.046013,4.01262,181.925569
100,66.062357,4.008733,181.925569
100,67.078701,4.004844,181.925569
100,68.095045,4.000951,181.925569
100,69.111389,3.997055,181.925569
100,70.127733,3.993154,181.925569
100,71.144077,3.98925,181.925569
100,72.160421,3.985341,181.925569
100,73.176765,3.981428,181.925569
100,74.193109,3.977509,181.925569
100,75.209453,3.973585,181.925569
100,76.225797,3.969655,181.925569
100,77.242141,3.965719,181.925569
100,78.258485,3.961776,181.925569
100,79.274829,3.957826,181.925569
100,80.291173,3.953868,181.925569
100,81.307517,3.949902,181.925569
100,82.323861,3.945928,181.925569
100,83.340205,3.941944,181.925569
100,84.356549,3.937951,181.925569
100,85.372893,3.933947,181.925569
100,86.389237,3.929932,181.925569
100,87.405581,3.925905,181.925569
100,88.421924,3.921866,181.925569
100,89.438268,3.917814,181.925569
100,90.454612,3.913748,181.925569
100,91.470956,3.909667,181.925569
100,92.4873,3.905571,181.925569
100,93.503644,3.901458,181.925569
100,94.519988,3.897327,181.925569
100,95.536332,3.893179,181.925569
100,96.552676,3.889011,181.925569
100,97.56902,3.884822,181.925569
100,98.585364,3.880612,181.925569
100,99.601708,3.876379,181.925569
100,100.618052,3.872123,181.925569
100,101.634396,3.867841,181.925569
100,102.65074,3.863533,181.925569
100,103.667084,3.859197,181.925569
100,104.683428,3.854832,181.925569
100,105.699772,3.850437,181.925569
100,106.716116,3.846009,181.925569
100,107.73246,3.841548,181.925569
100,108.748804,3.837051,181.925569
100,109.765148,3.832518,181.925569
100,110.781492,3.827945,181.925569
100,111.797836,3.823332,181.925569
100,112.81418,3.818676,181.925569
100,113.830523,3.813976,181.925569
100,114.846867,3.80923,181.925569
100,115.863211,3.804435,181.925569
100,116.879555,3.799589,181.925569
100,117.895899,3.794689,181.925569
100,118.912243,3.789735,181.925569
100,119.928587,3.784722,181.925569
100,120.944931,3.77965,181.925569
100,121.961275,3.774514,181.925569
100,122.977619,3.769312,181.925569
100,123.993963,3.764042,181.925569
100,125.010307,3.758701,181.925569
100,126.026651,3.753285,181.925569
100,127.042995,3.747792,181.925569
100,128.059339,3.742219,181.925569
100,129.075683,3.736561,181.925569
100,130.092027,3.730817,181.925569
100,131.108371,3.724982,181.925569
100,132.124715,3.719052,181.925569
100,133.141059,3.713024,181.925569
100,134.157403,3.706895,181.925569
100,135.173747,3.70066,181.925569
100,136.190091,3.694315,181.925569
100,137.206435,3.687856,181.925569
100,138.222778,3.681278,181.925569
100,139.239122,3.674578,181.925569
100,140.255466,3.667751,181.925569
100,141.27181,3.660791,181.925569
100,142.288154,3.653694,181.925569
100,143.304498,3.646456,181.925569
100,144.320842,3.63907,181.925569
100,145.337186,3.631532,181.925569
100,146.35353,3.623836,181.925569
100,147.369874,3.615976,181.925569
100,148.386218,3.607948,181.925569
100,149.402562,3.599744,181.925569
100,150.418906,3.591359,181.925569
100,151.43525,3.582787,181.925569
100,152.451594,3.574021,181.925569
100,153.467938,3.565055,181.925569
100,154.484282,3.555881,181.925569
100,155.500626,3.546493,181.925569
100,156.51697,3.536884,181.925569
100,157.533314,3.527046,181.925569
100,158.549658,3.516972,181.925569
100,159.566002,3.506654,181.925569
100,160.582346,3.496085,181.925569
100,161.59869,3.485255,181.925569
100,162.615034,3.474158,181.925569
100,163.631377,3.462783,181.925569
100,164.647721,3.451123,181.925569
100,165.664065,3.439169,181.925569
100,166.680409,3.426911,181.925569
100,167.696753,3.414339,181.925569
100,168.713097,3.401445,181.925569
100,169.729441,3.388218,181.925569
100,170.745785,3.374649,181.925569
100,171.762129,3.360726,181.925569
100,172.778473,3.346439,181.925569
100,173.794817,3.331778,181.925569
100,174.811161,3.31673,181.925569
100,175.827505,3.301286,181.925569
100,176.843849,3.285432,181.925569
100,177.860193,3.269157,181.925569
100,178.876537,3.25245,181.925569
100,179.892881,3.235296,181.925569
100,180.909225,3.217684,181.925569
100,181.925569,3.1996,181.925569
300,0.0,4.2588,177.472472
300,0.991466,4.254945,177.472472
300,1.982933,4.251091,177.472472
300,2.974399,4.247236,177.472472
300,3.965865,4.243381,177.472472
300,4.957332,4.239526,177.472472
300,5.948798,4.235672,177.472472
300,6.940264,4.231817,177.472472
300,7.931731,4.227962,177.472472
300,8.923197,4.224107,177.472472
300,9.914663,4.220253,177.472472
300,10.90613,4.216398,177.472472
300,11.897596,4.212543,177.472472
300,12.889062,4.208688,177.472472
300,13.880529,4.204834,177.472472
300,14.871995,4.200979,177.472472
300,15.863461,4.197124,177.472472
300,16.854928,4.193269,177.472472
300,17.846394,4.189414,177.472472
300,18.83786,4.18556,177.472472
300,19.829326,4.181705,177.472472
300,20.820793,4.17785,177.472472
300,21.812259,4.173995,177.472472
300,22.803725,4.170141,177.472472
300,23.795192,4.166286,177.472472
300,24.786658,4.162431,177.472472
300,25.778124,4.158576,177.472472
300,26.769591,4.154721,177.472472
300,27.761057,4.150866,177.472472
300,28.752523,4.147011,177.472472
300,29.74399,4.143156,177.472472
300,30.735456,4.139301,177.472472
300,31.726922,4.135446,177.472472
300,32.718389,4.131591,177.472472
300,33.709855,4.127735,177.472472
300,34.701321,4.12388,177.472472
300,35.692788,4.120024,177.472472
300,36.684254,4.116168,177.472472
300,37.67572,4.112312,177.472472
300,38.667187,4.108456,177.472472
300,39.658653,4.1046,177.472472
300,40.650119,4.100743,177.472472
300,41.641586,4.096886,177.472472
300,42.633052,4.093029,177.472472
300,43.624518,4.089171,177.472472
300,44.615985,4.085313,177.472472
300,45.607451,4.081454,177.472472
300,46.598917,4.077595,177.472472
300,47.590384,4.073735,177.472472
300,48.58185,4.069875,177.472472
300,49.573316,4.066013,177.472472
300,50.564783,4.062151,177.472472
300,51.556249,4.058288,177.472472
300,52.547715,4.054425,177.472472
300,53.539182,4.050559,177.472472
300,54.530648,4.046693,177.472472
300,55.522114,4.042826,177.472472
300,56.51358,4.038956,177.472472
300,57.505047,4.035086,177.472472
300,58.496513,4.031213,177.472472
300,59.487979,4.027339,177.472472
300,60.479446,4.023463,177.472472
300,61.470912,4.019584,177.472472
300,62.462378,4.015703,177.472472
300,63.453845,4.01182,177.472472
300,64.445311,4.007933,177.472472
300,65.436777,4.004044,177.472472
300,66.428244,4.000151,177.472472
300,67.41971,3.996255,177.472472
300,68.411176,3.992354,177.472472
300,69.402643,3.98845,177.472472
300,70.394109,3.984541,177.472472
300,71.385575,3.980628,177.472472
300,72.377042,3.976709,177.472472
300,73.368508,3.972785,177.472472
300,74.359974,3.968855,177.472472
300,75.351441,3.964919,177.472472
300,76.342907,3.960976,177.472472
300,77.334373,3.957026,177.472472
300,78.32584,3.953068,177.472472
300,79.317306,3.949102,177.472472
300,80.308772,3.945128,177.472472
300,81.300239,3.941144,177.472472
300,82.291705,3.937151,177.472472
300,83.283171,3.933147,177.472472
300,84.274638,3.929132,177.472472
300,85.266104,3.925105,177.472472
300,86.25757,3.921066,177.472472
300,87.249037,3.917014,177.472472
300,88.240503,3.912948,177.472472
300,89.231969,3.908867,177.472472
300,90.223436,3.904771,177.472472
300,91.214902,3.900658,177.472472
300,92.206368,3.896527,177.472472
300,93.197834,3.892379,177.472472
300,94.189301,3.888211,177.472472
300,95.180767,3.884022,177.472472
300,96.172233,3.879812,177.472472
300,97.1637,3.875579,177.472472
300,98.155166,3.871323,177.472472
300,99.146632,3.867041,177.472472
300,100.138099,3.862733,177.472472
300,101.129565,3.858397,177.472472
300,102.121031,3.854032,177.472472
300,103.112498,3.849637,177.472472
300,104.103964,3.845209,177.472472
300,105.09543,3.840748,177.472472
300,106.086897,3.836251,177.472472
300,107.078363,3.831718,177.472472
300,108.069829,3.827145,177.472472
300,109.061296,3.822532,177.472472
300,110.052762,3.817876,177.472472
300,111.044228,3.813176,177.472472
300,112.035695,3.80843,177.472472
300,113.027161,3.803635,177.472472
300,114.018627,3.798789,177.472472
300,115.010094,3.793889,177.472472
300,116.00156,3.788935,177.472472
300,116.993026,3.783922,177.472472
300,117.984493,3.77885,177.472472
300,118.975959,3.773714,177.472472
300,119.967425,3.768512,177.472472
300,120.958892,3.763242,177.472472
300,121.950358,3.757901,177.472472
300,122.941824,3.752485,177.472472
300,123.933291,3.746992,177.472472
300,124.924757,3.741419,177.472472
300,125.916223,3.735761,177.472472
300,126.90769,3.730017,177.472472
300,127.899156,3.724182,177.472472
300,128.890622,3.718252,177.472472
300,129.882088,3.712224,177.472472
300,130.873555,3.706095,177.472472
300,131.865021,3.69986,177.472472
300,132.856487,3.693515,177.472472
300,133.847954,3.687056,177.472472
300,134.83942,3.680478,177.472472
300,135.830886,3.673778,177.472472
300,136.822353,3.666951,177.472472
300,137.813819,3.659991,177.472472
300,138.805285,3.652894,177.472472
300,139.796752,3.645656,177.472472
300,140.788218,3.63827,177.472472
300,141.779684,3.630732,177.472472
300,142.771151,3.623036,177.472472
300,143.762617,3.615176,177.472472
300,144.754083,3.607148,177.472472
300,145.74555,3.598944,177.472472
300,146.737016,3.590559,177.472472
300,147.728482,3.581987,177.472472
300,148.719949,3.573221,177.472472
300,149.711415,3.564255,177.472472
300,150.702881,3.555081,177.472472
300,151.694348,3.545693,177.472472
300,152.685814,3.536084,177.472472
300,153.67728,3.526246,177.472472
300,154.668747,3.516172,177.472472
300,155.660213,3.505854,177.472472
300,156.651679,3.495285,177.472472
300,157.643146,3.484455,177.472472
300,158.634612,3.473358,177.472472
300,159.626078,3.461983,177.472472
300,160.617545,3.450323,177.472472
300,161.609011,3.438369,177.472472
300,162.600477,3.426111,177.472472
300,163.591944,3.413539,177.472472
300,164.58341,3.400645,177.472472
300,165.574876,3.387418,177.472472
300,166.566343,3.373849,177.472472
300,167.557809,3.359926,177.472472
300,168.549275,3.345639,177.472472
300,169.540741,3.330978,177.472472
300,170.532208,3.31593,177.472472
300,171.523674,3.300486,177.472472
300,172.51514,3.284632,177.472472
300,173.506607,3.268357,177.472472
300,174.498073,3.25165,177.472472
300,175.489539,3.234496,177.472472
300,176.481006,3.216884,177.472472
300,177.472472,3.1988,177.472472
500,0.0,4.258,168.735792
500,0.942658,4.254145,168.735792
500,1.885316,4.250291,168.735792
500,2.827974,4.246436,168.735792
500,3.770632,4.242581,168.735792
500,4.71329,4.238726,168.735792
500,5.655948,4.234872,168.735792
500,6.598606,4.231017,168.735792
500,7.541264,4.227162,168.735792
500,8.483922,4.223307,168.735792
500,9.426581,4.219453,168.735792
500,10.369239,4.215598,168.735792
500,11.311897,4.211743,168.735792
500,12.254555,4.207888,168.735792
500,13.197213,4.204034,168.735792
500,14.139871,4.200179,168.735792
500,15.082529,4.196324,168.735792
500,16.025187,4.192469,168.735792
500,16.967845,4.188614,168.735792
500,17.910503,4.18476,168.735792
500,18.853161,4.180905,168.735792
500,19.795819,4.17705,168.735792
500,20.738477,4.173195,168.735792
500,21.681135,4.169341,168.735792
500,22.623793,4.165486,168.735792
500,23.566451,4.161631,168.735792
500,24.509109,4.157776,168.735792
500,25.451767,4.153921,168.735792
500,26.394425,4.150066,168.735792
500,27.337084,4.146211,168.735792
500,28.279742,4.142356,168.735792
500,29.2224,4.138501,168.735792
500,30.165058,4.134646,168.735792
500,31.107716,4.130791,168.735792
500,32.050374,4.126935,168.735792
500,32.993032,4.12308,168.735792
500,33.93569,4.119224,168.735792
500,34.878348,4.115368,168.735792
500,35.821006,4.111512,168.735792
500,36.763664,4.107656,168.735792
500,37.706322,4.1038,168.735792
500,38.64898,4.099943,168.735792
500,39.591638,4.096086,168.735792
500,40.534296,4.092229,168.735792
500,41.476954,4.088371,168.735792
500,42.419612,4.084513,168.735792
500,43.36227,4.080654,168.735792
500,44.304929,4.076795,168.735792
500,45.247587,4.072935,168.735792
500,46.190245,4.069075,168.735792
500,47.132903,4.065213,168.735792
500,48.075561,4.061351,168.735792
500,49.018219,4.057488,168.735792
500,49.960877,4.053625,168.735792
500,50.903535,4.049759,168.735792
500,51.846193,4.045893,168.735792
500,52.788851,4.042026,168.735792
500,53.731509,4.038156,168.735792
500,54.674167,4.034286,168.735792
500,55.616825,4.030413,168.735792
500,56.559483,4.026539,168.735792
500,57.502141,4.022663,168.735792
500,58.444799,4.018784,168.735792
500,59.387457,4.014903,168.735792
500,60.330115,4.01102,168.735792
500,61.272773,4.007133,168.735792
500,62.215432,4.003244,168.735792
500,63.15809,3.999351,168.735792
500,64.100748,3.995455,168.735792
500,65.043406,3.991554,168.735792
500,65.986064,3.98765,168.735792
500,66.928722,3.983741,168.735792
500,67.87138,3.979828,168.735792
500,68.814038,3.975909,168.735792
500,69.756696,3.971985,168.735792
500,70.699354,3.968055,168.735792
500,71.642012,3.964119,168.735792
500,72.58467,3.960176,168.735792
500,73.527328,3.956226,168.735792
500,74.469986,3.952268,168.735792
500,75.412644,3.948302,168.735792
500,76.355302,3.944328,168.735792
500,77.29796,3.940344,168.735792
500,78.240618,3.936351,168.735792
500,79.183276,3.932347,168.735792
500,80.125935,3.928332,168.735792
500,81.068593,3.924305,168.735792
500,82.011251,3.920266,168.735792
500,82.953909,3.916214,168.735792
500,83.896567,3.912148,168.735792
500,84.839225,3.908067,168.735792
500,85.781883,3.903971,168.735792
500,86.724541,3.899858,168.735792
500,87.667199,3.895727,168.735792
500,88.609857,3.891579,168.735792
500,89.552515,3.887411,168.735792
500,90.495173,3.883222,168.735792
500,91.437831,3.879012,168.735792
500,92.380489,3.874779,168.735792
500,93.323147,3.870523,168.735792
500,94.265805,3.866241,168.735792
500,95.208463,3.861933,168.735792
500,96.151121,3.857597,168.735792
500,97.09378,3.853232,168.735792
500,98.036438,3.848837,168.735792
500,98.979096,3.844409,168.735792
500,99.921754,3.839948,168.735792
500,100.864412,3.835451,168.735792
500,101.80707,3.830918,168.735792
500,102.749728,3.826345,168.735792
500,103.692386,3.821732,168.735792
500,104.635044,3.817076,168.735792
500,105.577702,3.812376,168.735792
500,106.52036,3.80763,168.735792
500,107.463018,3.802835,168.735792
500,108.405676,3.797989,168.735792
500,109.348334,3.793089,168.735792
500,110.290992,3.788135,168.735792
500,111.23365,3.783122,168.735792
500,112.176308,3.77805,168.735792
500,113.118966,3.772914,168.735792
500,114.061624,3.767712,168.735792
500,115.004283,3.762442,168.735792
500,115.946941,3.757101,168.735792
500,116.889599,3.751685,168.735792
500,117.832257,3.746192,168.735792
500,118.774915,3.740619,168.735792
500,119.717573,3.734961,168.735792
500,120.660231,3.729217,168.735792
500,121.602889,3.723382,168.735792
500,122.545547,3.717452,168.735792
500,123.488205,3.711424,168.735792
500,124.430863,3.705295,168.735792
500,125.373521,3.69906,168.735792
500,126.316179,3.692715,168.735792
500,127.258837,3.686256,168.735792
500,128.201495,3.679678,168.735792
500,129.144153,3.672978,168.735792
500,130.086811,3.666151,168.735792
500,131.029469,3.659191,168.735792
500,131.972127,3.652094,168.735792
500,132.914786,3.644856,168.735792
500,133.857444,3.63747,168.735792
500,134.800102,3.629932,168.735792
500,135.74276,3.622236,168.735792
500,136.685418,3.614376,168.735792
500,137.628076,3.606348,168.735792
500,138.570734,3.598144,168.735792
500,139.513392,3.589759,168.735792
500,140.45605,3.581187,168.735792
500,141.398708,3.572421,168.735792
500,142.341366,3.563455,168.735792
500,143.284024,3.554281,168.735792
500,144.226682,3.544893,168.735792
500,145.16934,3.535284,168.735792
500,146.111998,3.525446,168.735792
500,147.054656,3.515372,168.735792
500,147.997314,3.505054,168.735792
500,148.939972,3.494485,168.735792
500,149.882631,3.483655,168.735792
500,150.825289,3.472558,168.735792
500,151.767947,3.461183,168.735792
500,152.710605,3.449523,168.735792
500,153.653263,3.437569,168.735792
500,154.595921,3.425311,168.735792
500,155.538579,3.412739,168.735792
500,156.481237,3.399845,168.735792
500,157.423895,3.386618,168.735792
500,158.366553,3.373049,168.735792
500,159.309211,3.359126,168.735792
500,160.251869,3.344839,168.735792
500,161.194527,3.330178,168.735792
500,162.137185,3.31513,168.735792
500,163.079843,3.299686,168.735792
500,164.022501,3.283832,168.735792
500,164.965159,3.267557,168.735792
500,165.907817,3.25085,168.735792
500,166.850475,3.233696,168.735792
500,167.793134,3.216084,168.735792
500,168.735792,3.198,168.735792
