cycle,direction,capacity_mAh_g,voltage_V,cycling_endpoint_mAh_g
1,charge,140.161326,4.116567,180.49552
1,charge,141.16968,4.120199,180.49552
1,charge,142.178035,4.123826,180.49552
1,charge,143.18639,4.127447,180.49552
1,charge,144.194745,4.131063,180.49552
1,charge,145.2031,4.134673,180.49552
1,charge,146.211455,4.138278,180.49552
1,charge,147.21981,4.141879,180.49552
1,charge,148.228164,4.145475,180.49552
1,charge,149.236519,4.149066,180.49552
1,charge,150.244874,4.152653,180.49552
1,charge,151.253229,4.156235,180.49552
1,charge,152.261584,4.159814,180.49552
1,charge,153.269939,4.163388,180.49552
1,charge,154.278294,4.166959,180.49552
1,charge,155.286648,4.170526,180.49552
1,charge,156.295003,4.17409,180.49552
1,charge,157.303358,4.17765,180.49552
1,charge,158.311713,4.181207,180.49552
1,charge,159.320068,4.184761,180.49552
1,charge,160.328423,4.188311,180.49552
1,charge,161.336778,4.191859,180.49552
1,charge,162.345133,4.195404,180.49552
1,charge,163.353487,4.198945,180.49552
1,charge,164.361842,4.202485,180.49552
1,charge,165.370197,4.206021,180.49552
1,charge,166.378552,4.209556,180.49552
1,charge,167.386907,4.213087,180.49552
1,charge,168.395262,4.216617,180.49552
1,charge,169.403617,4.220144,180.49552
1,charge,170.411971,4.223669,180.49552
1,charge,171.420326,4.227192,180.49552
1,charge,172.428681,4.230712,180.49552
1,charge,173.437036,4.234231,180.49552
1,charge,174.445391,4.237748,180.49552
1,charge,175.453746,4.241263,180.49552
1,charge,176.462101,4.244777,180.49552
1,charge,177.470455,4.248288,180.49552
1,charge,178.47881,4.251798,180.49552
1,charge,179.487165,4.255307,180.49552
1,charge,180.49552,4.258814,180.49552
1,discharge,0.0,4.259996,180.49552
1,discharge,1.008355,4.256141,180.49552
1,discharge,2.01671,4.252287,180.49552
1,discharge,3.025065,4.248432,180.49552
1,discharge,4.033419,4.244577,180.49552
1,discharge,5.041774,4.240722,180.49552
1,discharge,6.050129,4.236868,180.49552
1,discharge,7.058484,4.233013,180.49552
1,discharge,8.066839,4.229158,180.49552
1,discharge,9.075194,4.225303,180.49552
1,discharge,10.083549,4.221449,180.49552
1,discharge,11.091903,4.217594,180.49552
1,discharge,12.100258,4.213739,180.49552
1,discharge,13.108613,4.209884,180.49552
1,discharge,14.116968,4.20603,180.49552
1,discharge,15.125323,4.202175,180.49552
1,discharge,16.133678,4.19832,180.49552
1,discharge,17.142033,4.194465,180.49552
1,discharge,18.150387,4.19061,180.49552
1,discharge,19.158742,4.186756,180.49552
1,discharge,20.167097,4.182901,180.49552
1,discharge,21.175452,4.179046,180.49552
1,discharge,22.183807,4.175191,180.49552
1,discharge,23.192162,4.171337,180.49552
1,discharge,24.200517,4.167482,180.49552
1,discharge,25.208872,4.163627,180.49552
1,discharge,26.217226,4.159772,180.49552
1,discharge,27.225581,4.155917,180.49552
1,discharge,28.233936,4.152062,180.49552
1,discharge,29.242291,4.148207,180.49552
1,discharge,30.250646,4.144352,180.49552
1,discharge,31.259001,4.140497,180.49552
1,discharge,32.267356,4.136642,180.49552
1,discharge,33.27571,4.132787,180.49552
1,discharge,34.284065,4.128931,180.49552
1,discharge,35.29242,4.125076,180.49552
1,discharge,36.300775,4.12122,180.49552
1,discharge,37.30913,4.117364,180.49552
1,discharge,38.317485,4.113508,180.49552
1,discharge,39.32584,4.109652,180.49552
1,discharge,40.334194,4.105796,180.49552
1,discharge,41.342549,4.101939,180.49552
1,discharge,42.350904,4.098082,180.49552
1,discharge,43.359259,4.094225,180.49552
1,discharge,44.367614,4.090367,180.49552
1,discharge,45.375969,4.086509,180.49552
1,discharge,46.384324,4.08265,180.49552
1,discharge,47.392678,4.078791,180.49552
1,discharge,48.401033,4.074931,180.49552
1,discharge,49.409388,4.071071,180.49552
1,discharge,50.417743,4.067209,180.49552
1,discharge,51.426098,4.063347,180.49552
1,discharge,52.434453,4.059484,180.49552
1,discharge,53.442808,4.055621,180.49552
1,discharge,54.451162,4.051755,180.49552
1,discharge,55.459517,4.047889,180.49552
1,discharge,56.467872,4.044022,180.49552
1,discharge,57.476227,4.040152,180.49552
1,discharge,58.484582,4.036282,180.49552
1,discharge,59.492937,4.032409,180.49552
1,discharge,60.501292,4.028535,180.49552
1,discharge,61.509646,4.024659,180.49552
1,discharge,62.518001,4.02078,180.49552
1,discharge,63.526356,4.016899,180.49552
1,discharge,64.534711,4.013016,180.49552
1,discharge,65.543066,4.009129,180.49552
1,discharge,66.551421,4.00524,180.49552
1,discharge,67.559776,4.001347,180.49552
1,discharge,68.568131,3.997451,180.49552
1,discharge,69.576485,3.99355,180.49552
1,discharge,70.58484,3.989646,180.49552
1,discharge,71.593195,3.985737,180.49552
1,discharge,72.60155,3.981824,180.49552
1,discharge,73.609905,3.977905,180.49552
1,discharge,74.61826,3.973981,180.49552
1,discharge,75.626615,3.970051,180.49552
1,discharge,76.634969,3.966115,180.49552
1,discharge,77.643324,3.962172,180.49552
1,discharge,78.651679,3.958222,180.49552
1,discharge,79.660034,3.954264,180.49552
1,discharge,80.668389,3.950298,180.49552
1,discharge,81.676744,3.946324,180.49552
1,discharge,82.685099,3.94234,180.49552
1,discharge,83.693453,3.938347,180.49552
1,discharge,84.701808,3.934343,180.49552
1,discharge,85.710163,3.930328,180.49552
1,discharge,86.718518,3.926301,180.49552
1,discharge,87.726873,3.922262,180.49552
1,discharge,88.735228,3.91821,180.49552
1,discharge,89.743583,3.914144,180.49552
1,discharge,90.751937,3.910063,180.49552
1,discharge,91.760292,3.905967,180.49552
1,discharge,92.768647,3.901854,180.49552
1,discharge,93.777002,3.897723,180.49552
1,discharge,94.785357,3.893575,180.49552
1,discharge,95.793712,3.889407,180.49552
1,discharge,96.802067,3.885218,180.49552
1,discharge,97.810421,3.881008,180.49552
1,discharge,98.818776,3.876775,180.49552
1,discharge,99.827131,3.872519,180.49552
1,discharge,100.835486,3.868237,180.49552
1,discharge,101.843841,3.863929,180.49552
1,discharge,102.852196,3.859593,180.49552
1,discharge,103.860551,3.855228,180.49552
1,discharge,104.868905,3.850833,180.49552
1,discharge,105.87726,3.846405,180.49552
1,discharge,106.885615,3.841944,180.49552
1,discharge,107.89397,3.837447,180.49552
1,discharge,108.902325,3.832914,180.49552
1,discharge,109.91068,3.828341,180.49552
1,discharge,110.919035,3.823728,180.49552
1,discharge,111.927389,3.819072,180.49552
1,discharge,112.935744,3.814372,180.49552
1,discharge,113.944099,3.809626,180.49552
1,discharge,114.952454,3.804831,180.49552
1,discharge,115.960809,3.799985,180.49552
1,discharge,116.969164,3.795085,180.49552
1,discharge,117.977519,3.790131,180.49552
1,discharge,118.985874,3.785118,180.49552
1,discharge,119.994228,3.780046,180.49552
1,discharge,121.002583,3.77491,180.49552
1,discharge,122.010938,3.769708,180.49552
1,discharge,123.019293,3.764438,180.49552
1,discharge,124.027648,3.759097,180.49552
1,discharge,125.036003,3.753681,180.49552
1,discharge,126.044358,3.748188,180.49552
1,discharge,127.052712,3.742615,180.49552
1,discharge,128.061067,3.736957,180.49552
1,discharge,129.069422,3.731213,180.49552
1,discharge,130.077777,3.725378,180.49552
1,discharge,131.086132,3.719448,180.49552
1,discharge,132.094487,3.71342,180.49552
1,discharge,133.102842,3.707291,180.49552
1,discharge,134.111196,3.701056,180.49552
1,discharge,135.119551,3.694711,180.49552
1,discharge,136.127906,3.688252,180.49552
1,discharge,137.136261,3.681674,180.49552
1,discharge,138.144616,3.674974,180.49552
1,discharge,139.152971,3.668147,180.49552
1,discharge,140.161326,3.661187,180.49552
1,discharge,141.16968,3.65409,180.49552
1,discharge,142.178035,3.646852,180.49552
1,discharge,143.18639,3.639466,180.49552
1,discharge,144.194745,3.631928,180.49552
1,discharge,145.2031,3.624232,180.49552
1,discharge,146.211455,3.616372,180.49552
1,discharge,147.21981,3.608344,180.49552
1,discharge,148.228164,3.60014,180.49552
1,discharge,149.236519,3.591755,180.49552
1,discharge,150.244874,3.583183,180.49552
1,discharge,151.253229,3.574417,180.49552
1,discharge,152.261584,3.565451,180.49552
1,discharge,153.269939,3.556277,180.49552
1,discharge,154.278294,3.546889,180.49552
1,discharge,155.286648,3.53728,180.49552
1,discharge,156.295003,3.527442,180.49552
1,discharge,157.303358,3.517368,180.49552
1,discharge,158.311713,3.50705,180.49552
1,discharge,159.320068,3.496481,180.49552
1,discharge,160.328423,3.485651,180.49552
1,discharge,161.336778,3.474554,180.49552
1,discharge,162.345133,3.463179,180.49552
1,discharge,163.353487,3.451519,180.49552
1,discharge,164.361842,3.439565,180.49552
1,discharge,165.370197,3.427307,180.49552
1,discharge,166.378552,3.414735,180.49552
1,discharge,167.386907,3.401841,180.49552
1,discharge,168.395262,3.388614,180.49552
1,discharge,169.403617,3.375045,180.49552
1,discharge,170.411971,3.361122,180.49552
1,discharge,171.420326,3.346835,180.49552
1,discharge,172.428681,3.332174,180.49552
1,discharge,173.437036,3.317126,180.49552
1,discharge,174.445391,3.301682,180.49552
1,discharge,175.453746,3.285828,180.49552
1,discharge,176.462101,3.269553,180.49552
1,discharge,177.470455,3.252846,180.49552
1,discharge,178.47881,3.235692,180.49552
1,discharge,179.487165,3.21808,180.49552
1,discharge,180.49552,3.199996,180.49552
100,charge,0.0,3.013,181.92557
100,charge,1.016344,3.038081,181.92557
100,charge,2.032688,3.062421,181.92557
100,charge,3.049032,3.086044,181.92557
100,charge,4.065376,3.108975,181.92557
100,charge,5.08172,3.131239,181.92557
100,charge,6.098064,3.152857,181.92557
100,charge,7.114408,3.173853,181.92557
100,charge,8.130752,3.194246,181.92557
100,charge,9.147096,3.214059,181.92557
100,charge,10.16344,3.233311,181.92557
100,charge,11.179784,3.252021,181.92557
100,charge,12.196128,3.270208,181.92557
100,charge,13.212472,3.28789,181.92557
100,charge,14.228816,3.305084,181.92557
100,charge,15.245159,3.321807,181.92557
100,charge,16.261503,3.338074,181.92557
100,charge,17.277847,3.353903,181.92557
100,charge,18.294191,3.369307,181.92557
100,charge,19.310535,3.384301,181.92557
100,charge,20.326879,3.3989,181.92557
100,charge,21.343223,3.413117,181.92557
100,charge,22.359567,3.426965,181.92557
100,charge,23.375911,3.440456,181.92557
100,charge,24.392255,3.453603,181.92557
100,charge,25.408599,3.466418,181.92557
100,charge,26.424943,3.478912,181.92557
100,charge,27.441287,3.491097,181.92557
100,charge,28.457631,3.502982,181.92557
100,charge,29.473975,3.514578,181.92557
100,charge,30.490319,3.525895,181.92557
100,charge,31.506663,3.536942,181.92557
100,charge,32.523007,3.54773,181.92557
100,charge,33.539351,3.558266,181.92557
100,charge,34.555695,3.568559,181.92557
100,charge,35.572039,3.578618,181.92557
100,charge,36.588383,3.588451,181.92557
100,charge,37.604727,3.598065,181.92557
100,charge,38.621071,3.607468,181.92557
100,charge,39.637415,3.616667,181.92557
100,charge,40.653759,3.62567,181.92557
100,charge,41.670103,3.634482,181.92557
100,charge,42.686447,3.643111,181.92557
100,charge,43.702791,3.651563,181.92557
100,charge,44.719135,3.659843,181.92557
100,charge,45.735478,3.667958,181.92557
100,charge,46.751822,3.675914,181.92557
100,charge,47.768166,3.683716,181.92557
100,charge,48.78451,3.691368,181.92557
100,charge,49.800854,3.698877,181.92557
100,charge,50.817198,3.706247,181.92557
100,charge,51.833542,3.713483,181.92557
100,charge,52.849886,3.72059,181.92557
100,charge,53.86623,3.727571,181.92557
100,charge,54.882574,3.734432,181.92557
100,charge,55.898918,3.741177,181.92557
100,charge,56.915262,3.747808,181.92557
100,charge,57.931606,3.754331,181.92557
100,charge,58.94795,3.760749,181.92557
100,charge,59.964294,3.767066,181.92557
100,charge,60.980638,3.773285,181.92557
100,charge,61.996982,3.779409,181.92557
100,charge,63.013326,3.785442,181.92557
100,charge,64.02967,3.791387,181.92557
100,charge,65.046014,3.797246,181.92557
100,charge,66.062358,3.803024,181.92557
100,charge,67.078702,3.808722,181.92557
100,charge,68.095046,3.814343,181.92557
100,charge,69.11139,3.819891,181.92557
100,charge,70.127734,3.825367,181.92557
100,charge,71.144078,3.830773,181.92557
100,charge,72.160422,3.836113,181.92557
100,charge,73.176766,3.841389,181.92557
100,charge,74.19311,3.846603,181.92557
100,charge,75.209454,3.851756,181.92557
100,charge,76.225797,3.856852,181.92557
100,charge,77.242141,3.861891,181.92557
100,charge,78.258485,3.866877,181.92557
100,charge,79.274829,3.87181,181.92557
100,charge,80.291173,3.876693,181.92557
100,charge,81.307517,3.881527,181.92557
100,charge,82.323861,3.886314,181.92557
100,charge,83.340205,3.891056,181.92557
100,charge,84.356549,3.895754,181.92557
100,charge,85.372893,3.900409,181.92557
100,charge,86.389237,3.905024,181.92557
100,charge,87.405581,3.909599,181.92557
100,charge,88.421925,3.914136,181.92557
100,charge,89.438269,3.918636,181.92557
100,charge,90.454613,3.9231,181.92557
100,charge,91.470957,3.927531,181.92557
100,charge,92.487301,3.931928,181.92557
100,charge,93.503645,3.936293,181.92557
100,charge,94.519989,3.940627,181.92557
100,charge,95.536333,3.944931,181.92557
100,charge,96.552677,3.949206,181.92557
100,charge,97.569021,3.953454,181.92557
100,charge,98.585365,3.957675,181.92557
100,charge,99.601709,3.961869,181.92557
100,charge,100.618053,3.966039,181.92557
100,charge,101.634397,3.970184,181.92557
100,charge,102.650741,3.974306,181.92557
100,charge,103.667085,3.978406,181.92557
100,charge,104.683429,3.982483,181.92557
100,charge,105.699773,3.98654,181.92557
100,charge,106.716116,3.990576,181.92557
100,charge,107.73246,3.994592,181.92557
100,charge,108.748804,3.99859,181.92557
100,charge,109.765148,4.002569,181.92557
100,charge,110.781492,4.006531,181.92557
100,charge,111.797836,4.010475,181.92557
100,charge,112.81418,4.014403,181.92557
100,charge,113.830524,4.018315,181.92557
100,charge,114.846868,4.022212,181.92557
100,charge,115.863212,4.026094,181.92557
100,charge,116.879556,4.029961,181.92557
100,charge,117.8959,4.033815,181.92557
100,charge,118.912244,4.037655,181.92557
100,charge,119.928588,4.041482,181.92557
100,charge,120.944932,4.045297,181.92557
100,charge,121.961276,4.0491,181.92557
100,charge,122.97762,4.052891,181.92557
100,charge,123.993964,4.056671,181.92557
100,charge,125.010308,4.06044,181.92557
100,charge,126.026652,4.064198,181.92557
100,charge,127.042996,4.067947,181.92557
100,charge,128.05934,4.071686,181.92557
100,charge,129.075684,4.075415,181.92557
100,charge,130.092028,4.079135,181.92557
100,charge,131.108372,4.082846,181.92557
100,charge,132.124716,4.086549,181.92557
100,charge,133.14106,4.090244,181.92557
100,charge,134.157404,4.09393,181.92557
100,charge,135.173748,4.097609,181.92557
100,charge,136.190092,4.101281,181.92557
100,charge,137.206435,4.104946,181.92557
100,charge,138.222779,4.108603,181.92557
100,charge,139.239123,4.112254,181.92557
100,charge,140.255467,4.115899,181.92557
100,charge,141.271811,4.119537,181.92557
100,charge,142.288155,4.123169,181.92557
100,charge,143.304499,4.126796,181.92557
100,charge,144.320843,4.130417,181.92557
100,charge,145.337187,4.134033,181.92557
100,charge,146.353531,4.137643,181.92557
100,charge,147.369875,4.141248,181.92557
100,charge,148.386219,4.144849,181.92557
100,charge,149.402563,4.148445,181.92557
100,charge,150.418907,4.152036,181.92557
100,charge,151.435251,4.155623,181.92557
100,charge,152.451595,4.159205,181.92557
100,charge,153.467939,4.162784,181.92557
100,charge,154.484283,4.166358,181.92557
100,charge,155.500627,4.169929,181.92557
100,charge,156.516971,4.173496,181.92557
100,charge,157.533315,4.17706,181.92557
100,charge,158.549659,4.18062,181.92557
100,charge,159.566003,4.184177,181.92557
100,charge,160.582347,4.187731,181.92557
100,charge,161.598691,4.191281,181.92557
100,charge,162.615035,4.194829,181.92557
100,charge,163.631379,4.198374,181.92557
100,charge,164.647723,4.201915,181.92557
100,charge,165.664067,4.205455,181.92557
100,charge,166.680411,4.208991,181.92557
100,charge,167.696754,4.212526,181.92557
100,charge,168.713098,4.216057,181.92557
100,charge,169.729442,4.219587,181.92557
100,charge,170.745786,4.223114,181.92557
100,charge,171.76213,4.226639,181.92557
100,charge,172.778474,4.230162,181.92557
100,charge,173.794818,4.233682,181.92557
100,charge,174.811162,4.237201,181.92557
100,charge,175.827506,4.240718,181.92557
100,charge,176.84385,4.244233,181.92557
100,charge,177.860194,4.247747,181.92557
100,charge,178.876538,4.251258,181.92557
100,charge,179.892882,4.254768,181.92557
100,charge,180.909226,4.258277,181.92557
100,charge,181.92557,4.261784,181.92557
100,discharge,0.0,4.2596,181.92557
100,discharge,1.016344,4.255745,181.92557
100,discharge,2.032688,4.251891,181.92557
100,discharge,3.049032,4.248036,181.92557
100,discharge,4.065376,4.244181,181.92557
100,discharge,5.08172,4.240326,181.92557
100,discharge,6.098064,4.236472,181.92557
100,discharge,7.114408,4.232617,181.92557
100,discharge,8.130752,4.228762,181.92557
100,discharge,9.147096,4.224907,181.92557
100,discharge,10.16344,4.221053,181.92557
100,discharge,11.179784,4.217198,181.92557
100,discharge,12.196128,4.213343,181.92557
100,discharge,13.212472,4.209488,181.92557
100,discharge,14.228816,4.205634,181.92557
100,discharge,15.245159,4.201779,181.92557
100,discharge,16.261503,4.197924,181.92557
100,discharge,17.277847,4.194069,181.92557
100,discharge,18.294191,4.190214,181.92557
100,discharge,19.310535,4.18636,181.92557
100,discharge,20.326879,4.182505,181.92557
100,discharge,21.343223,4.17865,181.92557
100,discharge,22.359567,4.174795,181.92557
100,discharge,23.375911,4.170941,181.92557
100,discharge,24.392255,4.167086,181.92557
100,discharge,25.408599,4.163231,181.92557
100,discharge,26.424943,4.159376,181.92557
100,discharge,27.441287,4.155521,181.92557
100,discharge,28.457631,4.151666,181.92557
100,discharge,29.473975,4.147811,181.92557
100,discharge,30.490319,4.143956,181.92557
100,discharge,31.506663,4.140101,181.92557
100,discharge,32.523007,4.136246,181.92557
100,discharge,33.539351,4.132391,181.92557
100,discharge,34.555695,4.128535,181.92557
100,discharge,35.572039,4.12468,181.92557
100,discharge,36.588383,4.120824,181.92557
100,discharge,37.604727,4.116968,181.92557
100,discharge,38.621071,4.113112,181.92557
100,discharge,39.637415,4.109256,181.92557
100,discharge,40.653759,4.1054,181.92557
100,discharge,41.670103,4.101543,181.92557
100,discharge,42.686447,4.097686,181.92557
100,discharge,43.702791,4.093829,181.92557
100,discharge,44.719135,4.089971,181.92557
100,discharge,45.735478,4.086113,181.92557
100,discharge,46.751822,4.082254,181.92557
100,discharge,47.768166,4.078395,181.92557
100,discharge,48.78451,4.074535,181.92557
100,discharge,49.800854,4.070675,181.92557
100,discharge,50.817198,4.066813,181.92557
100,discharge,51.833542,4.062951,181.92557
100,discharge,52.849886,4.059088,181.92557
100,discharge,53.86623,4.055225,181.92557
100,discharge,54.882574,4.051359,181.92557
100,discharge,55.898918,4.047493,181.92557
100,discharge,56.915262,4.043626,181.92557
100,discharge,57.931606,4.039756,181.92557
100,discharge,58.94795,4.035886,181.92557
100,discharge,59.964294,4.032013,181.92557
100,discharge,60.980638,4.028139,181.92557
100,discharge,61.996982,4.024263,181.92557
100,discharge,63.013326,4.020384,181.92557
100,discharge,64.02967,4.016503,181.92557
100,discharge,65.046014,4.01262,181.92557
100,discharge,66.062358,4.008733,181.92557
100,discharge,67.078702,4.004844,181.92557
100,discharge,68.095046,4.000951,181.92557
100,discharge,69.11139,3.997055,181.92557
100,discharge,70.127734,3.993154,181.92557
100,discharge,71.144078,3.98925,181.92557
100,discharge,72.160422,3.985341,181.92557
100,discharge,73.176766,3.981428,181.92557
100,discharge,74.19311,3.977509,181.92557
100,discharge,75.209454,3.973585,181.92557
100,discharge,76.225797,3.969655,181.92557
100,discharge,77.242141,3.965719,181.92557
100,discharge,78.258485,3.961776,181.92557
100,discharge,79.274829,3.957826,181.92557
100,discharge,80.291173,3.953868,181.92557
100,discharge,81.307517,3.949902,181.92557
100,discharge,82.323861,3.945928,181.92557
100,discharge,83.340205,3.941944,181.92557
100,discharge,84.356549,3.937951,181.92557
100,discharge,85.372893,3.933947,181.92557
100,discharge,86.389237,3.929932,181.92557
100,discharge,87.405581,3.925905,181.92557
100,discharge,88.421925,3.921866,181.92557
100,discharge,89.438269,3.917814,181.92557
100,discharge,90.454613,3.913748,181.92557
100,discharge,91.470957,3.909667,181.92557
100,discharge,92.487301,3.905571,181.92557
100,discharge,93.503645,3.901458,181.92557
100,discharge,94.519989,3.897327,181.92557
100,discharge,95.536333,3.893179,181.92557
100,discharge,96.552677,3.889011,181.92557
100,discharge,97.569021,3.884822,181.92557
100,discharge,98.585365,3.880612,181.92557
100,discharge,99.601709,3.876379,181.92557
100,discharge,100.618053,3.872123,181.92557
100,discharge,101.634397,3.867841,181.92557
100,discharge,102.650741,3.863533,181.92557
100,discharge,103.667085,3.859197,181.92557
100,discharge,104.683429,3.854832,181.92557
100,discharge,105.699773,3.850437,181.92557
100,discharge,106.716116,3.846009,181.92557
100,discharge,107.73246,3.841548,181.92557
100,discharge,108.748804,3.837051,181.92557
100,discharge,109.765148,3.832518,181.92557
100,discharge,110.781492,3.827945,181.92557
100,discharge,111.797836,3.823332,181.92557
100,discharge,112.81418,3.818676,181.92557
100,discharge,113.830524,3.813976,181.92557
100,discharge,114.846868,3.80923,181.92557
100,discharge,115.863212,3.804435,181.92557
100,discharge,116.879556,3.799589,181.92557
100,discharge,117.8959,3.794689,181.92557
100,discharge,118.912244,3.789735,181.92557
100,discharge,119.928588,3.784722,181.92557
100,discharge,120.944932,3.77965,181.92557
100,discharge,121.961276,3.774514,181.92557
100,discharge,122.97762,3.769312,181.92557
100,discharge,123.993964,3.764042,181.92557
100,discharge,125.010308,3.758701,181.92557
100,discharge,126.026652,3.753285,181.92557
100,discharge,127.042996,3.747792,181.92557
100,discharge,128.05934,3.742219,181.92557
100,discharge,129.075684,3.736561,181.92557
100,discharge,130.092028,3.730817,181.92557
100,discharge,131.108372,3.724982,181.92557
100,discharge,132.124716,3.719052,181.92557
100,discharge,133.14106,3.713024,181.92557
100,discharge,134.157404,3.706895,181.92557
100,discharge,135.173748,3.70066,181.92557
100,discharge,136.190092,3.694315,181.92557
100,discharge,137.206435,3.687856,181.92557
100,discharge,138.222779,3.681278,181.92557
100,discharge,139.239123,3.674578,181.92557
100,discharge,140.255467,3.667751,181.92557
100,discharge,141.271811,3.660791,181.92557
