species,sputter_time_s,x_um,y_um,normalized_intensity
F-,30,0.28169,0.84507,0.0798211
F-,30,0.56338,0.84507,0.0908079
F-,30,0.84507,0.84507,0.0961012
F-,30,1.12676,0.84507,0.0955412
F-,30,1.40845,0.84507,0.0896968
F-,30,1.69014,0.84507,0.0797974
F-,30,1.97183,0.84507,0.0675909
F-,30,2.25352,0.84507,0.0551422
F-,30,2.53521,0.84507,0.0445972
F-,30,2.8169,0.84507,0.0379377
F-,30,3.09859,0.84507,0.0367543
F-,30,3.38028,0.84507,0.042065
F-,30,3.66197,0.84507,0.0541964
F-,30,3.94366,0.84507,0.072744
F-,30,4.22535,0.84507,0.0966138
F-,30,4.50704,0.84507,0.1241401
F-,30,4.78873,0.84507,0.1532683
F-,30,5.07042,0.84507,0.1817791
F-,30,5.35211,0.84507,0.2075312
F-,30,5.6338,0.84507,0.2286939
F-,30,5.91549,0.84507,0.2439439
F-,30,6.19718,0.84507,0.2526035
F-,30,6.47887,0.84507,0.2547063
F-,30,6.76056,0.84507,0.2509807
F-,30,7.04225,0.84507,0.2427551
F-,30,7.32394,0.84507,0.2317942
F-,30,7.60563,0.84507,0.2200866
F-,30,7.88732,0.84507,0.2096065
F-,30,8.16901,0.84507,0.2020776
F-,30,8.4507,0.84507,0.1987663
F-,30,8.73239,0.84507,0.2003281
F-,30,9.01408,0.84507,0.2067248
F-,30,9.29577,0.84507,0.2172227
F-,30,9.57746,0.84507,0.2304715
F-,30,9.85915,0.84507,0.2446571
F-,30,10.14085,0.84507,0.2577091
F-,30,10.42254,0.84507,0.2675407
F-,30,10.70423,0.84507,0.2722943
F-,30,10.98592,0.84507,0.2705636
F-,30,11.26761,0.84507,0.2615675
F-,30,11.5493,0.84507,0.2452564
F-,30,11.83099,0.84507,0.2223371
F-,30,12.11268,0.84507,0.1942138
F-,30,12.39437,0.84507,0.1628511
F-,30,12.67606,0.84507,0.130574
F-,30,12.95775,0.84507,0.0998265
F-,30,13.23944,0.84507,0.0729159
F-,30,13.52113,0.84507,0.0517711
F-,30,13.80282,0.84507,0.0377414
F-,30,14.08451,0.84507,0.0314596
F-,30,14.3662,0.84507,0.0327824
F-,30,14.64789,0.84507,0.0408172
F-,30,14.92958,0.84507,0.0540308
F-,30,15.21127,0.84507,0.070428
F-,30,15.49296,0.84507,0.0877798
F-,30,15.77465,0.84507,0.1038758
F-,30,16.05634,0.84507,0.1167718
F-,30,16.33803,0.84507,0.1250046
F-,30,16.61972,0.84507,0.1277502
F-,30,16.90141,0.84507,0.1249073
F-,30,17.1831,0.84507,0.1170962
F-,30,17.46479,0.84507,0.1055759
F-,30,17.74648,0.84507,0.0920864
F-,30,18.02817,0.84507,0.0786366
F-,30,18.30986,0.84507,0.0672617
F-,30,18.59155,0.84507,0.0597777
F-,30,18.87324,0.84507,0.0575615
F-,30,19.15493,0.84507,0.0613826
F-,30,19.43662,0.84507,0.0713032
F-,30,19.71831,0.84507,0.0866613
F-,30,20.0,0.84507,0.1061358
F-,30,0.0,1.12676,0.0688766
F-,30,0.28169,1.12676,0.0785443
F-,30,0.56338,1.12676,0.082865
F-,30,0.84507,1.12676,0.0814782
F-,30,1.12676,1.12676,0.074755
F-,30,1.40845,1.12676,0.0637579
F-,30,1.69014,1.12676,0.0501209
F-,30,1.97183,1.12676,0.0358671
F-,30,2.25352,1.12676,0.0231806
F-,30,2.53521,1.12676,0.0141617
F-,30,2.8169,1.12676,0.0105913
F-,30,3.09859,1.12676,0.0137302
F-,30,3.38028,1.12676,0.0241778
F-,30,3.66197,1.12676,0.0418027
F-,30,3.94366,1.12676,0.0657554
F-,30,4.22535,1.12676,0.09456
F-,30,4.50704,1.12676,0.1262739
F-,30,4.78873,1.12676,0.1586989
F-,30,5.07042,1.12676,0.1896188
F-,30,5.35211,1.12676,0.2170372
F-,30,5.6338,1.12676,0.2393891
F-,30,5.91549,1.12676,0.2557023
F-,30,6.19718,1.12676,0.2656901
F-,30,6.47887,1.12676,0.2697661
F-,30,6.76056,1.12676,0.2689783
F-,30,7.04225,1.12676,0.2648705
F-,30,7.32394,1.12676,0.2592875
F-,30,7.60563,1.12676,0.2541449
F-,30,7.88732,1.12676,0.2511921
F-,30,8.16901,1.12676,0.2517939
F-,30,8.4507,1.12676,0.2567573
F-,30,8.73239,1.12676,0.2662234
F-,30,9.01408,1.12676,0.2796367
F-,30,9.29577,1.12676,0.2957967
F-,30,9.57746,1.12676,0.3129859
F-,30,9.85915,1.12676,0.3291598
F-,30,10.14085,1.12676,0.3421782
F-,30,10.42254,1.12676,0.350051
F-,30,10.70423,1.12676,0.3511714
F-,30,10.98592,1.12676,0.3445093
F-,30,11.26761,1.12676,0.329743
F-,30,11.5493,1.12676,0.3073149
F-,30,11.83099,1.12676,0.2784024
F-,30,12.11268,1.12676,0.2448091
F-,30,12.39437,1.12676,0.2087866
F-,30,12.67606,1.12676,0.1728065
F-,30,12.95775,1.12676,0.1393084
F-,30,13.23944,1.12676,0.1104507
F-,30,13.52113,1.12676,0.0878925
F-,30,13.80282,1.12676,0.0726302
F-,30,14.08451,1.12676,0.0649067
F-,30,14.3662,1.12676,0.0642043
F-,30,14.64789,1.12676,0.0693196
F-,30,14.92958,1.12676,0.0785148
F-,30,15.21127,1.12676,0.0897258
F-,30,15.49296,1.12676,0.1008046
F-,30,15.77465,1.12676,0.1097684
F-,30,16.05634,1.12676,0.1150275
F-,30,16.33803,1.12676,0.1155648
F-,30,16.61972,1.12676,0.1110481
F-,30,16.90141,1.12676,0.1018615
F-,30,17.1831,1.12676,0.0890523
F-,30,17.46479,1.12676,0.0742011
F-,30,17.74648,1.12676,0.0592283
F-,30,18.02817,1.12676,0.0461617
F-,30,18.30986,1.12676,0.0368897
F-,30,18.59155,1.12676,0.0329316
F-,30,18.87324,1.12676,0.0352486
F-,30,19.15493,1.12676,0.0441197
F-,30,19.43662,1.12676,0.0590951
F-,30,19.71831,1.12676,0.0790342
F-,30,20.0,1.12676,0.1022222
F-,30,0.0,1.40845,0.0803002
F-,30,0.28169,1.40845,0.08331
F-,30,0.56338,1.40845,0.0806382
F-,30,0.84507,1.40845,0.0724603
F-,30,1.12676,1.40845,0.0596666
F-,30,1.40845,1.40845,0.0437689
F-,30,1.69014,1.40845,0.0267359
F-,30,1.97183,1.40845,0.0107789
F-,30,2.25352,1.40845,0.0
F-,30,2.53521,1.40845,0.0
F-,30,2.8169,1.40845,0.0
F-,30,3.09859,1.40845,0.0
F-,30,3.38028,1.40845,0.0119112
F-,30,3.66197,1.40845,0.0340227
F-,30,3.94366,1.40845,0.0621634
F-,30,4.22535,1.40845,0.0945579
F-,30,4.50704,1.40845,0.129086
F-,30,4.78873,1.40845,0.1635109
F-,30,5.07042,1.40845,0.1957187
F-,30,5.35211,1.40845,0.2239408
F-,30,5.6338,1.40845,0.2469353
F-,30,5.91549,1.40845,0.2641071
F-,30,6.19718,1.40845,0.2755528
F-,30,6.47887,1.40845,0.2820261
F-,30,6.76056,1.40845,0.2848272
F-,30,7.04225,1.40845,0.2856283
F-,30,7.32394,1.40845,0.2862573
F-,30,7.60563,1.40845,0.2884625
F-,30,7.88732,1.40845,0.2936867
F-,30,8.16901,1.40845,0.3028765
F-,30,8.4507,1.40845,0.3163503
F-,30,8.73239,1.40845,0.3337394
F-,30,9.01408,1.40845,0.3540095
F-,30,9.29577,1.40845,0.3755624
F-,30,9.57746,1.40845,0.3964048
F-,30,9.85915,1.40845,0.4143656
F-,30,10.14085,1.40845,0.4273393
F-,30,10.42254,1.40845,0.4335244
F-,30,10.70423,1.40845,0.4316328
F-,30,10.98592,1.40845,0.4210453
F-,30,11.26761,1.40845,0.4018951
F-,30,11.5493,1.40845,0.3750702
F-,30,11.83099,1.40845,0.3421343
F-,30,12.11268,1.40845,0.3051738
F-,30,12.39437,1.40845,0.2665896
F-,30,12.67606,1.40845,0.2288548
F-,30,12.95775,1.40845,0.1942654
F-,30,13.23944,1.40845,0.1647126
F-,30,13.52113,1.40845,0.1414998
F-,30,13.80282,1.40845,0.1252256
F-,30,14.08451,1.40845,0.1157447
F-,30,14.3662,1.40845,0.1122106
F-,30,14.64789,1.40845,0.1131956
F-,30,14.92958,1.40845,0.1168733
F-,30,15.21127,1.40845,0.1212439
F-,30,15.49296,1.40845,0.1243766
F-,30,15.77465,1.40845,0.1246402
F-,30,16.05634,1.40845,0.1208985
F-,30,16.33803,1.40845,0.1126451
F-,30,16.61972,1.40845,0.1000636
F-,30,16.90141,1.40845,0.0840066
F-,30,17.1831,1.40845,0.0658938
F-,30,17.46479,1.40845,0.0475437
F-,30,17.74648,1.40845,0.0309555
F-,30,18.02817,1.40845,0.0180685
F-,30,18.30986,1.40845,0.0105264
F-,30,18.59155,1.40845,0.0094733
F-,30,18.87324,1.40845,0.0154069
F-,30,19.15493,1.40845,0.0281045
F-,30,19.43662,1.40845,0.0466318
F-,30,19.71831,1.40845,0.069433
F-,30,20.0,1.40845,0.0944928
F-,30,0.0,1.69014,0.0972426
F-,30,0.28169,1.69014,0.0936875
F-,30,0.56338,1.69014,0.0843312
F-,30,0.84507,1.69014,0.0698783
F-,30,1.12676,1.69014,0.0516981
F-,30,1.40845,1.69014,0.0316835
F-,30,1.69014,1.69014,0.0120498
F-,30,1.97183,1.69014,0.0
F-,30,2.25352,1.69014,0.0
F-,30,2.53521,1.69014,0.0
F-,30,2.8169,1.69014,0.0
F-,30,3.09859,1.69014,0.0
F-,30,3.38028,1.69014,0.0087447
F-,30,3.66197,1.69014,0.0343553
F-,30,3.94366,1.69014,0.0654802
F-,30,4.22535,1.69014,0.1001334
F-,30,4.50704,1.69014,0.1361149
F-,30,4.78873,1.69014,0.1712456
F-,30,5.07042,1.69014,0.2035978
F-,30,5.35211,1.69014,0.2316934
F-,30,5.6338,1.69014,0.2546488
F-,30,5.91549,1.69014,0.2722509
F-,30,6.19718,1.69014,0.2849544
F-,30,6.47887,1.69014,0.293801
F-,30,6.76056,1.69014,0.3002716
F-,30,7.04225,1.69014,0.3060851
F-,30,7.32394,1.69014,0.3129706
F-,30,7.60563,1.69014,0.3224371
F-,30,7.88732,1.69014,0.335569
F-,30,8.16901,1.69014,0.3528713
F-,30,8.4507,1.69014,0.3741819
F-,30,8.73239,1.69014,0.398664
F-,30,9.01408,1.69014,0.4248775
F-,30,9.29577,1.69014,0.4509234
F-,30,9.57746,1.69014,0.4746445
F-,30,9.85915,1.69014,0.4938594
F-,30,10.14085,1.69014,0.5066029
F-,30,10.42254,1.69014,0.5113474
F-,30,10.70423,1.69014,0.5071765
F-,30,10.98592,1.69014,0.4938957
F-,30,11.26761,1.69014,0.472063
F-,30,11.5493,1.69014,0.4429399
F-,30,11.83099,1.69014,0.4083663
F-,30,12.11268,1.69014,0.3705732
F-,30,12.39437,1.69014,0.3319563
F-,30,12.67606,1.69014,0.294833
F-,30,12.95775,1.69014,0.2612121
F-,30,13.23944,1.69014,0.2325997
F-,30,13.52113,1.69014,0.2098635
F-,30,13.80282,1.69014,0.1931687
F-,30,14.08451,1.69014,0.1819937
F-,30,14.3662,1.69014,0.1752207
F-,30,14.64789,1.69014,0.1712918
F-,30,14.92958,1.69014,0.1684137
F-,30,15.21127,1.69014,0.1647846
F-,30,15.49296,1.69014,0.1588212
F-,30,15.77465,1.69014,0.1493577
F-,30,16.05634,1.69014,0.1357946
F-,30,16.33803,1.69014,0.1181812
F-,30,16.61972,1.69014,0.0972201
F-,30,16.90141,1.69014,0.0741939
F-,30,17.1831,1.69014,0.0508224
F-,30,17.46479,1.69014,0.0290647
F-,30,17.74648,1.69014,0.0108897
F-,30,18.02817,1.69014,0.0
F-,30,18.30986,1.69014,0.0
F-,30,18.59155,1.69014,0.0
F-,30,18.87324,1.69014,0.0014302
F-,30,19.15493,1.69014,0.0165364
F-,30,19.43662,1.69014,0.0369054
F-,30,19.71831,1.69014,0.0606491
F-,30,20.0,1.69014,0.0855599
F-,30,0.0,1.97183,0.1175464
F-,30,0.28169,1.97183,0.1080927
F-,30,0.56338,1.97183,0.0929576
F-,30,0.84507,1.97183,0.0733396
F-,30,1.12676,1.97183,0.0510213
F-,30,1.40845,1.97183,0.028188
F-,30,1.69014,1.97183,0.0072008
F-,30,1.97183,1.97183,0.0
F-,30,2.25352,1.97183,0.0
F-,30,2.53521,1.97183,0.0
F-,30,2.8169,1.97183,0.0
F-,30,3.09859,1.97183,0.0
F-,30,3.38028,1.97183,0.0173656
F-,30,3.66197,1.97183,0.0456604
F-,30,3.94366,1.97183,0.0787385
F-,30,4.22535,1.97183,0.1144892
F-,30,4.50704,1.97183,0.1507199
F-,30,4.78873,1.97183,0.185389
F-,30,5.07042,1.97183,0.2168176
F-,30,5.35211,1.97183,0.2438576
F-,30,5.6338,1.97183,0.2659969
F-,30,5.91549,1.97183,0.28339
F-,30,6.19718,1.97183,0.2968109
F-,30,6.47887,1.97183,0.3075327
F-,30,6.76056,1.97183,0.3171487
F-,30,7.04225,1.97183,0.3273549
F-,30,7.32394,1.97183,0.3397199
F-,30,7.60563,1.97183,0.3554697
F-,30,7.88732,1.97183,0.3753115
F-,30,8.16901,1.97183,0.3993192
F-,30,8.4507,1.97183,0.4268945
F-,30,8.73239,1.97183,0.4568073
F-,30,9.01408,1.97183,0.4873121
F-,30,9.29577,1.97183,0.5163278
F-,30,9.57746,1.97183,0.541659
F-,30,9.85915,1.97183,0.5612338
F-,30,10.14085,1.97183,0.5733312
F-,30,10.42254,1.97183,0.5767714
F-,30,10.70423,1.97183,0.5710474
F-,30,10.98592,1.97183,0.5563834
F-,30,11.26761,1.97183,0.5337126
F-,30,11.5493,1.97183,0.5045787
F-,30,11.83099,1.97183,0.4709719
F-,30,12.11268,1.97183,0.4351183
F-,30,12.39437,1.97183,0.3992472
F-,30,12.67606,1.97183,0.3653628
F-,30,12.95775,1.97183,0.3350459
F-,30,13.23944,1.97183,0.3093062
F-,30,13.52113,1.97183,0.2885036
F-,30,13.80282,1.97183,0.2723432
F-,30,14.08451,1.97183,0.2599453
F-,30,14.3662,1.97183,0.2499815
F-,30,14.64789,1.97183,0.2408592
F-,30,14.92958,1.97183,0.2309345
F-,30,15.21127,1.97183,0.218729
F-,30,15.49296,1.97183,0.2031253
F-,30,15.77465,1.97183,0.1835195
F-,30,16.05634,1.97183,0.1599146
F-,30,16.33803,1.97183,0.1329411
F-,30,16.61972,1.97183,0.1038051
F-,30,16.90141,1.97183,0.0741658
F-,30,17.1831,1.97183,0.0459581
F-,30,17.46479,1.97183,0.0211779
F-,30,17.74648,1.97183,0.0016546
F-,30,18.02817,1.97183,0.0
F-,30,18.30986,1.97183,0.0
F-,30,18.59155,1.97183,0.0
F-,30,18.87324,1.97183,0.0
F-,30,19.15493,1.97183,0.0122122
F-,30,19.43662,1.97183,0.0326938
F-,30,19.71831,1.97183,0.0554618
F-,30,20.0,1.97183,0.0782308
F-,30,0.0,2.25352,0.1382508
F-,30,0.28169,2.25352,0.1240341
F-,30,0.56338,2.25352,0.1045193
F-,30,0.84507,2.25352,0.0813375
F-,30,1.12676,2.25352,0.0565982
F-,30,1.40845,2.25352,0.0326755
F-,30,1.69014,2.25352,0.0119678
F-,30,1.97183,2.25352,0.0
F-,30,2.25352,2.25352,0.0
F-,30,2.53521,2.25352,0.0
F-,30,2.8169,2.25352,0.0
F-,30,3.09859,2.25352,0.0146394
F-,30,3.38028,2.25352,0.0392605
F-,30,3.66197,2.25352,0.0697014
F-,30,3.94366,2.25352,0.1039848
F-,30,4.22535,2.25352,0.1399497
F-,30,4.50704,2.25352,0.1754815
F-,30,4.78873,2.25352,0.2087337
F-,30,5.07042,2.25352,0.2383154
F-,30,5.35211,2.25352,0.2634252
F-,30,5.6338,2.25352,0.2839156
F-,30,5.91549,2.25352,0.300281
F-,30,6.19718,2.25352,0.3135696
F-,30,6.47887,2.25352,0.3252299
F-,30,6.76056,2.25352,0.3369095
F-,30,7.04225,2.25352,0.3502291
F-,30,7.32394,2.25352,0.3665591
F-,30,7.60563,2.25352,0.3868261
F-,30,7.88732,2.25352,0.4113715
F-,30,8.16901,2.25352,0.4398809
F-,30,8.4507,2.25352,0.4713916
F-,30,8.73239,2.25352,0.5043793
F-,30,9.01408,2.25352,0.5369127
F-,30,9.29577,2.25352,0.5668585
F-,30,9.57746,2.25352,0.5921125
F-,30,9.85915,2.25352,0.6108298
F-,30,10.14085,2.25352,0.6216273
F-,30,10.42254,2.25352,0.623734
F-,30,10.70423,2.25352,0.6170731
F-,30,10.98592,2.25352,0.6022658
F-,30,11.26761,2.25352,0.5805568
F-,30,11.5493,2.25352,0.5536708
F-,30,11.83099,2.25352,0.5236185
F-,30,12.11268,2.25352,0.4924723
F-,30,12.39437,2.25352,0.4621416
F-,30,12.67606,2.25352,0.4341708
F-,30,12.95775,2.25352,0.4095856
F-,30,13.23944,2.25352,0.3888028
F-,30,13.52113,2.25352,0.3716143
F-,30,13.80282,2.25352,0.3572459
F-,30,14.08451,2.25352,0.3444819
F-,30,14.3662,2.25352,0.3318408
F-,30,14.64789,2.25352,0.3177803
F-,30,14.92958,2.25352,0.3009089
F-,30,15.21127,2.25352,0.2801772
F-,30,15.49296,2.25352,0.2550302
F-,30,15.77465,2.25352,0.2255016
F-,30,16.05634,2.25352,0.1922403
F-,30,16.33803,2.25352,0.156466
F-,30,16.61972,2.25352,0.1198578
F-,30,16.90141,2.25352,0.0843879
F-,30,17.1831,2.25352,0.0521179
F-,30,17.46479,2.25352,0.0249785
F-,30,17.74648,2.25352,0.004558
F-,30,18.02817,2.25352,0.0
F-,30,18.30986,2.25352,0.0
F-,30,18.59155,2.25352,0.0
F-,30,18.87324,2.25352,0.0013426
F-,30,19.15493,2.25352,0.0170603
F-,30,19.43662,2.25352,0.0360808
F-,30,19.71831,2.25352,0.0561471
F-,30,20.0,2.25352,0.075011
F-,30,0.0,2.53521,0.1560405
F-,30,0.28169,2.53521,0.1385144
F-,30,0.56338,2.53521,0.1163544
F-,30,0.84507,2.53521,0.0915434
F-,30,1.12676,2.53521,0.0664152
F-,30,1.40845,2.53521,0.0434216
F-,30,1.69014,2.53521,0.0248887
F-,30,1.97183,2.53521,0.0127885
F-,30,2.25352,2.53521,0.0085504
F-,30,2.53521,2.53521,0.0129295
F-,30,2.8169,2.53521,0.0259463
F-,30,3.09859,2.53521,0.046902
F-,30,3.38028,2.53521,0.0744664
F-,30,3.66197,2.53521,0.1068286
F-,30,3.94366,2.53521,0.1418948
F-,30,4.22535,2.53521,0.1775116
F-,30,4.50704,2.53521,0.211692
F-,30,4.78873,2.53521,0.2428195
F-,30,5.07042,2.53521,0.2698083
F-,30,5.35211,2.53521,0.2922015
F-,30,5.6338,2.53521,0.310196
F-,30,5.91549,2.53521,0.3245909
F-,30,6.19718,2.53521,0.3366639
F-,30,6.47887,2.53521,0.3479906
F-,30,6.76056,2.53521,0.3602284
